Project,FromLevel,ToLevel,InputMockCount,OutputMockCount,CCTRReduction,CCTRReductionPerTest,AffectedTestsCCTR,ReductionRatio,ReductionRatio_num,ecdf_x,ecdf_y
CloudStack,2,0,1,5,40,8.0,50,80%,0.8,0.8316430020283976,0.8
CloudStack,2,0,1,1,4,4.0,23,17%,0.17,0.3509127789046653,0.17
CloudStack,2,0,1,2,22,11.0,30,73%,0.73,0.8066260987153482,0.73
CloudStack,2,0,1,2,12,6.0,20,60%,0.6,0.7525354969574036,0.6
CloudStack,2,0,1,2,4,2.0,47,9%,0.09,0.18120351588911426,0.09
CloudStack,2,0,1,2,4,2.0,47,9%,0.09,0.18187964841108858,0.09
CloudStack,2,0,1,31,542,17.48387097,714,76%,0.76,0.8181203515889114,0.76
CloudStack,2,0,1,16,498,31.125,679,73%,0.73,0.8073022312373225,0.73
CloudStack,2,0,1,16,357,22.3125,574,62%,0.62,0.7592968221771467,0.62
CloudStack,2,0,1,3,14,4.666666667,189,7%,0.07,0.12981744421906694,0.07
CloudStack,2,0,1,5,20,4.0,296,7%,0.07,0.13049357674104126,0.07
CloudStack,2,0,1,21,288,13.71428571,788,37%,0.37,0.6267748478701826,0.37
CloudStack,2,0,1,10,110,11.0,332,33%,0.33,0.5956727518593644,0.33
CloudStack,2,0,1,5,10,2.0,135,7%,0.07,0.13116970926301555,0.07
CloudStack,2,0,1,7,88,12.57142857,198,44%,0.44,0.6754563894523327,0.44
CloudStack,2,0,1,12,320,26.66666667,314,102%,1.02,0.8782961460446247,1.02
CloudStack,2,0,1,18,422,23.44444444,597,71%,0.71,0.7971602434077079,0.71
CloudStack,2,0,1,2,4,2.0,87,5%,0.05,0.08586883029073698,0.05
CloudStack,2,0,1,8,24,3.0,189,13%,0.13,0.2697768762677485,0.13
CloudStack,2,0,1,6,28,4.666666667,140,20%,0.2,0.3968897903989182,0.2
CloudStack,2,0,1,6,8,1.333333333,148,5%,0.05,0.08654496281271129,0.05
CloudStack,2,0,1,4,30,7.5,45,67%,0.67,0.7822853279242732,0.67
CloudStack,2,0,1,5,6,1.2,153,4%,0.04,0.056795131845841784,0.04
CloudStack,2,0,1,4,18,4.5,32,56%,0.56,0.7315753887762001,0.56
CloudStack,2,0,1,5,38,7.6,126,30%,0.3,0.5496957403651116,0.3
CloudStack,2,0,1,2,4,2.0,79,5%,0.05,0.0872210953346856,0.05
CloudStack,2,0,1,2,4,2.0,79,5%,0.05,0.0878972278566599,0.05
CloudStack,2,0,1,2,6,3.0,91,7%,0.07,0.13184584178498987,0.07
CloudStack,2,0,1,7,58,8.285714286,146,40%,0.4,0.6511156186612576,0.4
CloudStack,2,0,1,4,4,1.0,87,5%,0.05,0.08857336037863421,0.05
CloudStack,2,0,1,4,12,3.0,87,14%,0.14,0.28668018931710615,0.14
CloudStack,2,0,1,3,12,4.0,59,20%,0.2,0.3975659229208925,0.2
CloudStack,2,0,1,5,14,2.8,120,12%,0.12,0.24678837052062205,0.12
CloudStack,2,0,1,3,16,5.333333333,22,73%,0.73,0.8079783637592968,0.73
CloudStack,2,0,1,1,8,8.0,7,114%,1.14,0.8979039891818796,1.14
CloudStack,2,0,1,1,4,4.0,9,44%,0.44,0.676132521974307,0.44
CloudStack,2,0,1,1,12,12.0,20,60%,0.6,0.7532116294793779,0.6
CloudStack,2,0,1,3,24,8.0,31,77%,0.77,0.821501014198783,0.77
CloudStack,2,0,1,2,12,6.0,106,11%,0.11,0.22785665990534146,0.11
CloudStack,2,0,1,6,48,8.0,76,63%,0.63,0.7653820148749155,0.63
CloudStack,2,0,1,6,12,2.0,71,17%,0.17,0.3515889114266396,0.17
CloudStack,2,0,1,3,20,6.666666667,37,54%,0.54,0.7214334009465855,0.54
CloudStack,2,0,1,12,264,22.0,196,135%,1.35,0.9202163624070318,1.35
CloudStack,2,0,1,4,20,5.0,30,67%,0.67,0.7829614604462475,0.67
CloudStack,2,0,1,13,180,13.84615385,214,84%,0.84,0.8390804597701149,0.84
CloudStack,2,0,1,5,10,2.0,95,11%,0.11,0.22853279242731575,0.11
CloudStack,2,0,1,13,230,17.69230769,187,123%,1.23,0.9080459770114943,1.23
CloudStack,2,0,1,3,2,0.666666667,23,9%,0.09,0.18255578093306288,0.09
CloudStack,1,0,1,2,2,1.0,2,100%,1.0,0.8755916159567275,1.0
CloudStack,2,0,1,2,2,1.0,26,8%,0.08,0.16091954022988506,0.08
CloudStack,2,0,1,1,8,8.0,11,73%,0.73,0.8086544962812712,0.73
CloudStack,2,0,1,4,60,15.0,42,143%,1.43,0.9290060851926978,1.43
CloudStack,2,0,1,22,344,15.63636364,450,76%,0.76,0.8187964841108857,0.76
CloudStack,2,0,1,17,298,17.52941176,381,78%,0.78,0.8248816768086545,0.78
CloudStack,2,0,1,39,1982,50.82051282,657,302%,3.02,0.9783637592968222,3.02
CloudStack,2,0,1,9,36,4.0,132,27%,0.27,0.5091277890466531,0.27
CloudStack,2,0,1,37,70,1.891891892,445,16%,0.16,0.3299526707234618,0.16
CloudStack,1,0,1,19,268,14.10526316,470,57%,0.57,0.7417173766058147,0.57
CloudStack,1,0,1,14,170,12.14285714,366,46%,0.46,0.68289384719405,0.46
CloudStack,1,0,1,1,4,4.0,87,5%,0.05,0.08924949290060852,0.05
CloudStack,1,0,1,8,178,22.25,230,77%,0.77,0.8221771467207573,0.77
CloudStack,1,0,1,6,50,8.333333333,169,30%,0.3,0.5503718728870859,0.3
CloudStack,2,0,1,5,12,2.4,26,46%,0.46,0.6835699797160243,0.46
CloudStack,2,0,1,3,2,0.666666667,18,11%,0.11,0.22920892494929007,0.11
CloudStack,2,0,1,3,6,2.0,7,86%,0.86,0.8411088573360379,0.86
CloudStack,2,0,1,12,38,3.166666667,35,109%,1.09,0.8891142663962136,1.09
CloudStack,2,0,1,10,28,2.8,78,36%,0.36,0.6220419202163624,0.36
CloudStack,2,0,1,6,56,9.333333333,61,92%,0.92,0.8573360378634213,0.92
CloudStack,2,0,1,3,12,4.0,35,34%,0.34,0.6004056795131846,0.34
CloudStack,2,0,1,5,24,4.8,40,60%,0.6,0.7538877620013522,0.6
CloudStack,1,0,1,2,2,1.0,38,5%,0.05,0.08992562542258282,0.05
CloudStack,1,0,1,2,2,1.0,38,5%,0.05,0.09060175794455713,0.05
CloudStack,2,0,1,35,472,13.48571429,348,136%,1.36,0.9222447599729547,1.36
CloudStack,2,0,1,14,168,12.0,191,88%,0.88,0.8471940500338067,0.88
CloudStack,2,0,1,17,344,20.23529412,163,211%,2.11,0.9621365787694388,2.11
CloudStack,2,0,1,5,8,1.6,47,17%,0.17,0.3522650439486139,0.17
CloudStack,2,0,1,7,50,7.142857143,70,71%,0.71,0.7978363759296823,0.71
CloudStack,2,0,1,4,4,1.0,102,4%,0.04,0.05747126436781609,0.04
CloudStack,2,0,1,6,24,4.0,80,30%,0.3,0.5510480054090602,0.3
CloudStack,2,0,1,6,34,5.666666667,153,22%,0.22,0.4347532116294794,0.22
CloudStack,2,0,1,4,24,6.0,128,19%,0.19,0.3820148749154834,0.19
CloudStack,2,0,1,16,190,11.875,209,91%,0.91,0.854631507775524,0.91
CloudStack,2,0,1,6,44,7.333333333,195,23%,0.23,0.4482758620689655,0.23
CloudStack,2,0,1,14,272,19.42857143,181,150%,1.5,0.9330628803245437,1.5
CloudStack,2,0,1,6,80,13.33333333,187,43%,0.43,0.665314401622718,0.43
CloudStack,2,0,1,5,50,10.0,161,31%,0.31,0.5605138607167005,0.31
CloudStack,2,0,1,7,62,8.857142857,70,89%,0.89,0.8485463150777552,0.89
CloudStack,2,0,1,5,22,4.4,126,17%,0.17,0.35294117647058826,0.17
CloudStack,2,0,1,12,238,19.83333333,115,207%,2.07,0.9614604462474645,2.07
CloudStack,2,0,1,1,2,2.0,7,29%,0.29,0.5415821501014199,0.29
CloudStack,2,0,1,4,16,4.0,16,100%,1.0,0.8762677484787018,1.0
CloudStack,2,0,1,5,52,10.4,29,179%,1.79,0.9519945909398242,1.79
CloudStack,2,0,1,2,6,3.0,8,75%,0.75,0.8147396889790399,0.75
CloudStack,2,0,1,5,30,6.0,49,61%,0.61,0.7559161595672752,0.61
CloudStack,2,0,1,3,18,6.0,31,58%,0.58,0.744421906693712,0.58
CloudStack,2,0,1,2,2,1.0,14,14%,0.14,0.28735632183908044,0.14
CloudStack,2,0,1,3,22,7.333333333,39,56%,0.56,0.7322515212981744,0.56
CloudStack,2,0,1,2,2,1.0,12,17%,0.17,0.35361730899256255,0.17
CloudStack,2,0,1,2,2,1.0,12,17%,0.17,0.35429344151453684,0.17
CloudStack,2,0,1,2,7,3.5,13,54%,0.54,0.7221095334685599,0.54
CloudStack,2,0,1,2,2,1.0,18,11%,0.11,0.22988505747126436,0.11
CloudStack,2,0,1,2,2,1.0,18,11%,0.11,0.23056118999323869,0.11
CloudStack,2,0,1,2,2,1.0,18,11%,0.11,0.23123732251521298,0.11
CloudStack,2,0,1,4,25,6.25,56,45%,0.45,0.6801893171061528,0.45
CloudStack,2,0,1,2,2,1.0,64,3%,0.03,0.036511156186612576,0.03
CloudStack,2,0,1,42,1472,35.04761905,306,481%,4.81,0.9891818796484111,4.81
CloudStack,2,0,1,17,126,7.411764706,101,125%,1.25,0.9093982420554428,1.25
CloudStack,2,0,1,4,2,0.5,20,10%,0.1,0.20757268424611225,0.1
CloudStack,2,0,1,10,79,7.9,75,105%,1.05,0.8816768086544963,1.05
CloudStack,2,0,1,4,42,10.5,32,131%,1.31,0.9134550371872887,1.31
CloudStack,2,0,1,2,4,2.0,36,11%,0.11,0.2319134550371873,0.11
CloudStack,2,0,1,2,4,2.0,42,10%,0.1,0.20824881676808654,0.1
CloudStack,2,0,1,4,8,2.0,44,18%,0.18,0.3691683569979716,0.18
CloudStack,2,0,1,2,4,2.0,17,24%,0.24,0.46179851250845166,0.24
CloudStack,2,0,1,2,4,2.0,35,11%,0.11,0.2325895875591616,0.11
CloudStack,2,0,1,2,4,2.0,10,40%,0.4,0.651791751183232,0.4
CloudStack,2,0,1,4,22,5.5,88,25%,0.25,0.4834347532116295,0.25
CloudStack,2,0,1,2,4,2.0,10,40%,0.4,0.6524678837052063,0.4
CloudStack,2,0,1,2,4,2.0,12,33%,0.33,0.5963488843813387,0.33
CloudStack,2,0,1,8,48,6.0,80,60%,0.6,0.7545638945233266,0.6
CloudStack,2,0,1,4,8,2.0,86,9%,0.09,0.1832319134550372,0.09
CloudStack,2,0,1,1,4,4.0,56,7%,0.07,0.13252197430696416,0.07
CloudStack,2,0,1,25,246,9.84,253,97%,0.97,0.8654496281271129,0.97
CloudStack,2,0,1,6,8,1.333333333,117,7%,0.07,0.13319810682893848,0.07
CloudStack,2,0,1,4,8,2.0,88,9%,0.09,0.1839080459770115,0.09
CloudStack,2,0,1,10,120,12.0,110,109%,1.09,0.889790398918188,1.09
CloudStack,1,0,1,27,54,2.0,319,17%,0.17,0.35496957403651114,0.17
CloudStack,2,0,1,1,2,2.0,56,4%,0.04,0.0581473968897904,0.04
CloudStack,2,0,1,11,22,2.0,105,21%,0.21,0.4178498985801217,0.21
CloudStack,2,0,1,10,34,3.4,98,35%,0.35,0.6112237998647735,0.35
CloudStack,2,0,1,5,32,6.4,52,62%,0.62,0.7599729546991211,0.62
CloudStack,2,0,1,5,8,1.6,68,12%,0.12,0.24746450304259635,0.12
CloudStack,2,0,1,8,12,1.5,140,9%,0.09,0.1845841784989858,0.09
CloudStack,2,0,1,4,40,10.0,103,39%,0.39,0.6423258958755916,0.39
CloudStack,2,0,1,2,12,6.0,62,19%,0.19,0.38269100743745776,0.19
CloudStack,2,0,1,3,16,5.333333333,23,70%,0.7,0.7924273157538878,0.7
CloudStack,2,0,1,2,12,6.0,66,18%,0.18,0.3698444895199459,0.18
CloudStack,2,0,1,3,8,2.666666667,136,6%,0.06,0.11832319134550372,0.06
CloudStack,2,0,1,1,4,4.0,53,8%,0.08,0.16159567275185938,0.08
CloudStack,2,0,1,7,168,24.0,172,98%,0.98,0.8668018931710615,0.98
CloudStack,2,0,1,2,36,18.0,112,32%,0.32,0.5699797160243407,0.32
CloudStack,1,0,1,4,16,4.0,82,20%,0.2,0.3982420554428668,0.2
CloudStack,1,0,1,1,4,4.0,53,8%,0.08,0.16227180527383367,0.08
CloudStack,2,0,1,3,12,4.0,23,52%,0.52,0.7139959432048681,0.52
CloudStack,2,0,1,4,6,1.5,54,11%,0.11,0.2332657200811359,0.11
CloudStack,2,0,1,4,30,7.5,54,56%,0.56,0.7329276538201488,0.56
CloudStack,2,0,1,14,112,8.0,58,193%,1.93,0.9574036511156186,1.93
CloudStack,2,0,1,5,26,5.2,36,72%,0.72,0.8012170385395537,0.72
CloudStack,1,0,1,2,4,2.0,17,24%,0.24,0.46247464503042596,0.24
CloudStack,2,0,1,5,62,12.4,109,57%,0.57,0.742393509127789,0.57
CloudStack,2,0,1,5,30,6.0,96,31%,0.31,0.5611899932386748,0.31
CloudStack,2,0,1,6,12,2.0,87,14%,0.14,0.2880324543610548,0.14
CloudStack,2,0,1,2,6,3.0,33,18%,0.18,0.3705206220419202,0.18
CloudStack,2,0,1,51,102,2.0,263,39%,0.39,0.6430020283975659,0.39
CloudStack,2,0,1,3,16,5.333333333,404,4%,0.04,0.058823529411764705,0.04
CloudStack,2,0,1,1,16,16.0,185,9%,0.09,0.1852603110209601,0.09
CloudStack,2,0,1,1,4,4.0,113,4%,0.04,0.05949966193373901,0.04
CloudStack,2,0,1,3,16,5.333333333,129,12%,0.12,0.24814063556457067,0.12
CloudStack,2,0,1,1,6,6.0,150,4%,0.04,0.06017579445571332,0.04
CloudStack,2,0,1,1,6,6.0,397,2%,0.02,0.018931710615280595,0.02
CloudStack,2,0,1,1,10,10.0,185,5%,0.05,0.09127789046653144,0.05
CloudStack,2,0,1,1,6,6.0,150,4%,0.04,0.060851926977687626,0.04
CloudStack,2,0,1,10,188,18.8,494,38%,0.38,0.6348884381338742,0.38
CloudStack,2,0,1,2,6,3.0,342,2%,0.02,0.0196078431372549,0.02
CloudStack,2,0,1,18,224,12.44444444,181,124%,1.24,0.9087221095334685,1.24
CloudStack,2,0,1,12,188,15.66666667,176,107%,1.07,0.8837052062204191,1.07
CloudStack,2,0,1,5,12,2.4,17,71%,0.71,0.7985125084516566,0.71
CloudStack,2,0,1,3,12,4.0,14,86%,0.86,0.8417849898580122,0.86
CloudStack,2,0,1,2,2,1.0,28,7%,0.07,0.13387423935091278,0.07
CloudStack,2,0,1,7,14,2.0,101,14%,0.14,0.2887085868830291,0.14
CloudStack,2,0,1,6,58,9.666666667,97,60%,0.6,0.7552400270453009,0.6
CloudStack,2,0,1,2,4,2.0,37,11%,0.11,0.2339418526031102,0.11
CloudStack,2,0,1,7,48,6.857142857,24,200%,2.0,0.9607843137254902,2.0
CloudStack,2,0,1,3,8,2.666666667,22,36%,0.36,0.6227180527383367,0.36
CloudStack,2,0,1,14,146,10.42857143,96,152%,1.52,0.9357674104124408,1.52
CloudStack,2,0,1,13,118,9.076923077,90,131%,1.31,0.914131169709263,1.31
CloudStack,2,0,1,5,14,2.8,30,47%,0.47,0.6889790398918187,0.47
CloudStack,2,0,1,3,6,2.0,22,27%,0.27,0.5098039215686274,0.27
CloudStack,1,0,1,7,28,4.0,52,54%,0.54,0.7227856659905342,0.54
CloudStack,2,0,1,4,40,10.0,38,105%,1.05,0.8823529411764706,1.05
CloudStack,2,0,1,2,6,3.0,14,43%,0.43,0.6659905341446923,0.43
CloudStack,2,0,1,2,2,1.0,14,14%,0.14,0.2893847194050034,0.14
CloudStack,1,0,1,6,18,3.0,28,64%,0.64,0.7701149425287356,0.64
CloudStack,2,0,1,10,18,1.8,36,50%,0.5,0.7079107505070994,0.5
CloudStack,2,0,1,4,24,6.0,28,86%,0.86,0.8424611223799865,0.86
CloudStack,2,0,1,3,12,4.0,17,71%,0.71,0.7991886409736308,0.71
CloudStack,2,0,1,4,6,1.5,23,26%,0.26,0.4942528735632184,0.26
CloudStack,2,0,1,5,37,7.4,36,103%,1.03,0.8803245436105477,1.03
CloudStack,2,0,1,5,46,9.2,25,184%,1.84,0.9540229885057471,1.84
CloudStack,1,0,1,3,18,6.0,41,44%,0.44,0.6768086544962812,0.44
CloudStack,2,0,1,1,2,2.0,27,7%,0.07,0.1345503718728871,0.07
CloudStack,1,0,1,4,8,2.0,42,19%,0.19,0.38336713995943206,0.19
CloudStack,2,0,1,4,14,3.5,42,33%,0.33,0.597025016903313,0.33
CloudStack,1,0,1,3,6,2.0,34,18%,0.18,0.3711967545638945,0.18
CloudStack,2,0,1,4,16,4.0,47,34%,0.34,0.6010818120351589,0.34
CloudStack,2,0,1,3,10,3.333333333,34,29%,0.29,0.5422582826233941,0.29
CloudStack,2,0,1,3,10,3.333333333,34,29%,0.29,0.5429344151453684,0.29
CloudStack,2,0,1,1,4,4.0,27,15%,0.15,0.31237322515212984,0.15
CloudStack,2,0,1,1,2,2.0,27,7%,0.07,0.1352265043948614,0.07
CloudStack,2,0,1,3,26,8.666666667,42,62%,0.62,0.7606490872210954,0.62
Commons-BCEL,1,0,1,2,2,1.0,11,18%,0.18,0.25,0.18
Commons-BCEL,2,0,1,1,7,7.0,18,39%,0.39,0.75,0.39
Commons-BCEL,2,0,1,1,7,7.0,18,39%,0.39,1.0,0.39
Commons-BCEL,2,0,1,1,2,2.0,8,25%,0.25,0.5,0.25
Commons-Chain,1,0,1,1,2,2.0,13,15%,0.15,0.5,0.15
Commons-Chain,2,0,1,1,2,2.0,13,15%,0.15,1.0,0.15
Commons-Compress,2,0,1,3,4,1.333333333,7,57%,0.57,1.0,0.57
Commons-Configuration,1,0,1,1,2,2.0,6,33%,0.33,0.26666666666666666,0.33
Commons-Configuration,2,0,1,7,21,3.0,22,95%,0.95,0.8666666666666667,0.95
Commons-Configuration,1,0,1,2,2,1.0,4,50%,0.5,0.3333333333333333,0.5
Commons-Configuration,1,0,1,3,3,1.0,4,75%,0.75,0.8,0.75
Commons-Configuration,1,0,1,4,4,1.0,3,133%,1.33,0.9333333333333333,1.33
Commons-Configuration,1,0,1,2,2,1.0,3,67%,0.67,0.6,0.67
Commons-Configuration,1,0,1,1,2,2.0,14,14%,0.14,0.06666666666666667,0.14
Commons-Configuration,1,0,1,1,2,2.0,14,14%,0.14,0.13333333333333333,0.14
Commons-Configuration,1,0,1,2,2,1.0,3,67%,0.67,0.6666666666666666,0.67
Commons-Configuration,1,0,1,4,5,1.25,20,25%,0.25,0.2,0.25
Commons-Configuration,2,0,1,4,12,3.0,18,67%,0.67,0.7333333333333333,0.67
Commons-Configuration,2,0,1,4,16,4.0,30,53%,0.53,0.4666666666666667,0.53
Commons-Configuration,2,0,1,1,3,3.0,6,50%,0.5,0.4,0.5
Commons-Configuration,2,0,1,10,77,7.7,34,226%,2.26,1.0,2.26
Commons-Configuration,1,0,1,1,3,3.0,5,60%,0.6,0.5333333333333333,0.6
Commons-DBCP,1,0,1,124,124,1.0,367,34%,0.34,0.6,0.34
Commons-DBCP,2,0,1,178,5548,31.16853933,581,955%,9.55,1.0,9.55
Commons-DBCP,1,0,1,61,61,1.0,178,34%,0.34,0.8,0.34
Commons-DBCP,1,0,1,195,195,1.0,591,33%,0.33,0.4,0.33
Commons-DBCP,1,0,1,53,53,1.0,164,32%,0.32,0.2,0.32
Commons-DbUtils,1,0,1,3,6,2.0,26,23%,0.23,0.29411764705882354,0.23
Commons-DbUtils,1,0,1,6,48,8.0,127,38%,0.38,0.7058823529411765,0.38
Commons-DbUtils,2,0,1,1,42,42.0,120,35%,0.35,0.6470588235294118,0.35
Commons-DbUtils,1,0,1,2,8,4.0,98,8%,0.08,0.058823529411764705,0.08
Commons-DbUtils,1,0,1,2,30,15.0,118,25%,0.25,0.4117647058823529,0.25
Commons-DbUtils,1,0,1,2,4,2.0,50,8%,0.08,0.11764705882352941,0.08
Commons-DbUtils,1,0,1,1,2,2.0,12,17%,0.17,0.23529411764705882,0.17
Commons-DbUtils,2,0,1,5,122,24.4,66,185%,1.85,1.0,1.85
Commons-DbUtils,1,0,1,1,8,8.0,15,53%,0.53,0.8235294117647058,0.53
Commons-DbUtils,2,0,1,3,4,1.333333333,15,27%,0.27,0.47058823529411764,0.27
Commons-DbUtils,1,0,1,5,10,2.0,42,24%,0.24,0.35294117647058826,0.24
Commons-DbUtils,2,0,1,13,182,14.0,446,41%,0.41,0.7647058823529411,0.41
Commons-DbUtils,2,0,1,8,166,20.75,190,87%,0.87,0.9411764705882353,0.87
Commons-DbUtils,1,0,1,2,8,4.0,106,8%,0.08,0.17647058823529413,0.08
Commons-DbUtils,2,0,1,1,80,80.0,287,28%,0.28,0.5294117647058824,0.28
Commons-DbUtils,2,0,1,5,254,50.8,458,55%,0.55,0.8823529411764706,0.55
Commons-DbUtils,2,0,1,3,83,27.66666667,242,34%,0.34,0.5882352941176471,0.34
Continuum,1,0,1,2,6,3.0,11,55%,0.55,0.7833333333333333,0.55
Continuum,2,0,1,3,23,7.666666667,26,88%,0.88,0.9333333333333333,0.88
Continuum,1,0,1,2,3,1.5,29,10%,0.1,0.16666666666666666,0.1
Continuum,1,0,1,2,5,2.5,29,17%,0.17,0.2833333333333333,0.17
Continuum,2,0,1,5,28,5.6,115,24%,0.24,0.4666666666666667,0.24
Continuum,2,0,1,2,14,7.0,53,26%,0.26,0.5166666666666667,0.26
Continuum,2,0,1,3,13,4.333333333,49,27%,0.27,0.55,0.27
Continuum,1,0,1,1,1,1.0,23,4%,0.04,0.03333333333333333,0.04
Continuum,2,0,1,4,42,10.5,63,67%,0.67,0.8666666666666667,0.67
Continuum,2,0,1,2,10,5.0,29,34%,0.34,0.6666666666666666,0.34
Continuum,2,0,1,10,46,4.6,162,28%,0.28,0.5833333333333334,0.28
Continuum,2,0,1,4,6,1.5,100,6%,0.06,0.08333333333333333,0.06
Continuum,1,0,1,3,3,1.0,86,3%,0.03,0.016666666666666666,0.03
Continuum,2,0,1,1,5,5.0,24,21%,0.21,0.35,0.21
Continuum,2,0,1,2,10,5.0,30,33%,0.33,0.65,0.33
Continuum,2,0,1,1,3,3.0,24,13%,0.13,0.2,0.13
Continuum,1,0,1,1,1,1.0,24,4%,0.04,0.05,0.04
Continuum,2,0,1,2,14,7.0,30,47%,0.47,0.7333333333333333,0.47
Continuum,2,0,1,1,8,8.0,82,10%,0.1,0.18333333333333332,0.1
Continuum,2,0,1,2,13,6.5,99,13%,0.13,0.21666666666666667,0.13
Continuum,2,0,1,2,8,4.0,131,6%,0.06,0.1,0.06
Continuum,2,0,1,19,1375,72.36842105,255,539%,5.39,1.0,5.39
Continuum,2,0,1,2,28,14.0,108,26%,0.26,0.5333333333333333,0.26
Continuum,2,0,1,2,38,19.0,112,34%,0.34,0.6833333333333333,0.34
Continuum,2,0,1,3,40,13.33333333,106,38%,0.38,0.7,0.38
Continuum,2,0,1,3,9,3.0,123,7%,0.07,0.11666666666666667,0.07
Continuum,2,0,1,2,10,5.0,112,9%,0.09,0.13333333333333333,0.09
Continuum,2,0,1,3,10,3.333333333,106,9%,0.09,0.15,0.09
Continuum,2,0,1,2,4,2.0,8,50%,0.5,0.75,0.5
Continuum,2,0,1,1,3,3.0,11,27%,0.27,0.5666666666666667,0.27
Continuum,2,0,1,7,25,3.571428571,44,57%,0.57,0.8166666666666667,0.57
Continuum,2,0,1,4,6,1.5,29,21%,0.21,0.36666666666666664,0.21
Continuum,2,0,1,10,34,3.4,60,57%,0.57,0.8333333333333334,0.57
Continuum,2,0,1,3,14,4.666666667,31,45%,0.45,0.7166666666666667,0.45
Continuum,2,0,1,3,5,1.666666667,31,16%,0.16,0.26666666666666666,0.16
Continuum,2,0,1,2,4,2.0,19,21%,0.21,0.38333333333333336,0.21
Continuum,2,0,1,2,10,5.0,19,53%,0.53,0.7666666666666667,0.53
Continuum,2,0,1,3,25,8.333333333,17,147%,1.47,0.95,1.47
Continuum,2,0,1,4,6,1.5,28,21%,0.21,0.4,0.21
Continuum,2,0,1,4,6,1.5,28,21%,0.21,0.4166666666666667,0.21
Continuum,2,0,1,3,13,4.333333333,16,81%,0.81,0.9166666666666666,0.81
Continuum,2,0,1,1,3,3.0,10,30%,0.3,0.6333333333333333,0.3
Continuum,2,0,1,2,6,3.0,33,18%,0.18,0.3,0.18
Continuum,2,0,1,2,8,4.0,33,24%,0.24,0.48333333333333334,0.24
Continuum,2,0,1,2,6,3.0,33,18%,0.18,0.31666666666666665,0.18
Continuum,2,0,1,2,22,11.0,32,69%,0.69,0.8833333333333333,0.69
Continuum,2,0,1,4,68,17.0,42,162%,1.62,0.9666666666666667,1.62
Continuum,2,0,1,1,5,5.0,21,24%,0.24,0.5,0.24
Continuum,2,0,1,1,3,3.0,23,13%,0.13,0.23333333333333334,0.13
Continuum,2,0,1,2,4,2.0,28,14%,0.14,0.25,0.14
Continuum,2,0,1,2,8,4.0,28,29%,0.29,0.6,0.29
Continuum,2,0,1,2,4,2.0,7,57%,0.57,0.85,0.57
Continuum,2,0,1,2,10,5.0,43,23%,0.23,0.43333333333333335,0.23
Continuum,2,0,1,2,10,5.0,43,23%,0.23,0.45,0.23
Continuum,2,0,1,2,8,4.0,43,19%,0.19,0.3333333333333333,0.19
Continuum,2,0,1,13,361,27.76923077,123,293%,2.93,0.9833333333333333,2.93
Continuum,2,0,1,2,10,5.0,35,29%,0.29,0.6166666666666667,0.29
Continuum,1,0,1,1,1,1.0,22,5%,0.05,0.06666666666666667,0.05
Continuum,2,0,1,2,14,7.0,25,56%,0.56,0.8,0.56
Continuum,2,0,1,7,57,8.142857143,71,80%,0.8,0.9,0.8
Crunch,2,0,1,4,10,2.5,23,43%,0.43,0.25,0.43
Crunch,2,0,1,4,20,5.0,23,87%,0.87,0.5833333333333334,0.87
Crunch,2,0,1,4,20,5.0,14,143%,1.43,0.8333333333333334,1.43
Crunch,2,0,1,4,10,2.5,23,43%,0.43,0.3333333333333333,0.43
Crunch,2,0,1,4,20,5.0,23,87%,0.87,0.6666666666666666,0.87
Crunch,2,0,1,3,8,2.666666667,17,47%,0.47,0.4166666666666667,0.47
Crunch,2,0,1,3,12,4.0,17,71%,0.71,0.5,0.71
Crunch,2,0,1,2,4,2.0,12,33%,0.33,0.16666666666666666,0.33
Crunch,1,0,1,1,1,1.0,1,100%,1.0,0.75,1.0
Crunch,2,0,1,5,10,2.0,35,29%,0.29,0.08333333333333333,0.29
Crunch,2,0,1,8,128,16.0,36,356%,3.56,1.0,3.56
Crunch,2,0,1,3,50,16.66666667,30,167%,1.67,0.9166666666666666,1.67
CXF,2,0,1,5,102,20.4,68,150%,1.5,0.9066666666666666,1.5
CXF,2,0,1,5,102,20.4,68,150%,1.5,0.9133333333333333,1.5
CXF,1,0,1,4,5,1.25,57,9%,0.09,0.08666666666666667,0.09
CXF,1,0,1,3,4,1.333333333,44,9%,0.09,0.09333333333333334,0.09
CXF,1,0,1,1,1,1.0,18,6%,0.06,0.06,0.06
CXF,2,0,1,2,15,7.5,27,56%,0.56,0.7066666666666667,0.56
CXF,2,0,1,2,15,7.5,27,56%,0.56,0.7133333333333334,0.56
CXF,1,0,1,3,3,1.0,0,inf,inf,1.0,inf
CXF,2,0,1,12,42,3.5,109,39%,0.39,0.5666666666666667,0.39
CXF,1,0,1,3,20,6.666666667,39,51%,0.51,0.7,0.51
CXF,1,0,1,2,15,7.5,8,188%,1.88,0.9533333333333334,1.88
CXF,1,0,1,1,5,5.0,32,16%,0.16,0.28,0.16
CXF,1,0,1,1,7,7.0,32,22%,0.22,0.4,0.22
CXF,1,0,1,1,5,5.0,32,16%,0.16,0.2866666666666667,0.16
CXF,1,0,1,1,3,3.0,32,9%,0.09,0.1,0.09
CXF,2,0,1,15,41,2.733333333,27,152%,1.52,0.9266666666666666,1.52
