Direction,FromLevel,ToLevel,RecordCount,TotalInputMocks,TotalOutputMocks,AvgTestCount,AvgCCTRChange,AvgCCTRChangePerTest,AvgPctChange,WeightedPctChange
Downgrade,1,0,3536.0,3536.0,12391.0,3.504242081447964,7.534785067873303,2.1085100357159177,0.49640114473157626,0.25074112764335527
Downgrade,2,0,6681.0,6681.0,31965.0,4.784463403682084,8.579703637180064,1.5162628932737034,0.21194905367845795,0.14629160318201656
Upgrade,0,1,4905.0,18885.0,4905.0,3.5035677879714577,-8.877064220183486,-2.75134072214839,-0.23550341349001308,-0.15383256550125773
Upgrade,0,2,2003.0,12889.0,2003.0,5.886669995007488,-18.302546180728907,-3.7189011660445197,-0.2160488247550426,-0.13560099425933597
