Project,ConvertedFrom,ConvertedTo,BeforeCount,AfterCount,CCTRChange,CCTRChangePerTest,%
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,2,4.0,2.0,0.5
CloudStack,2,0,1,6,29.999999999999993,4.999999999999999,0.8823529411764703
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,8,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,3.0,3.0,1.0
CloudStack,2,0,1,1,3.0,3.0,0.6
CloudStack,2,0,1,2,8.0,4.0,2.0
CloudStack,2,0,1,1,5.0,5.0,0.45454545454545453
CloudStack,2,0,1,1,2.0,2.0,1.0
CloudStack,2,0,1,1,2.0,2.0,1.0
CloudStack,2,0,1,3,24.0,8.0,3.0
CloudStack,2,0,1,2,26.0,13.0,1.2380952380952381
CloudStack,2,0,1,1,2.0,2.0,1.0
CloudStack,2,0,1,1,11.0,11.0,0.7333333333333333
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,1,3.0,3.0,0.6
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,8.0,4.0,2.0
CloudStack,2,0,1,1,5.0,5.0,0.45454545454545453
CloudStack,2,0,1,1,2.0,2.0,1.0
CloudStack,2,0,1,1,2.0,2.0,1.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,1,3.0,3.0,0.6
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,4.0,4.0,1.0
CloudStack,2,0,1,1,2.0,2.0,0.5
CloudStack,1,0,1,2,2.0,1.0,0.4
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,1,4.0,4.0,1.0
CloudStack,2,0,1,1,15.0,15.0,0.6
CloudStack,1,0,1,3,0.0,0.0,0.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,3,12.0,4.0,1.5
CloudStack,2,0,1,7,62.0,8.857142857142858,2.066666666666667
CloudStack,2,0,1,7,1.9999999999999991,0.2857142857142856,0.0714285714285714
CloudStack,2,0,1,7,1.9999999999999991,0.2857142857142856,0.047619047619047596
CloudStack,2,0,1,6,20.0,3.3333333333333335,1.25
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,2,2.0,1.0,1.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,2,6.0,3.0,1.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,10.0,5.0,2.0
CloudStack,2,0,1,1,3.0,3.0,1.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,3,12.0,4.0,2.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,1,0,1,31,0.0,0.0,
CloudStack,2,0,1,3,12.0,4.0,2.0
CloudStack,2,0,1,3,21.000000000000004,7.000000000000001,3.0000000000000004
CloudStack,2,0,1,6,90.0,15.0,5.294117647058823
CloudStack,2,0,1,1,5.0,5.0,1.0
CloudStack,2,0,1,4,24.0,6.0,4.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,2,6.0,3.0,1.0
CloudStack,2,0,1,2,4.0,2.0,0.5
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,11,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,1,1.0,1.0,1.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,3,0.0,0.0,0.0
CloudStack,1,0,1,2,1.0,0.5,0.5
CloudStack,1,0,1,2,1.0,0.5,0.5
CloudStack,1,0,1,2,1.0,0.5,0.5
CloudStack,1,0,1,2,1.0,0.5,0.5
CloudStack,2,0,1,5,38.0,7.6,3.1666666666666665
CloudStack,2,0,1,4,16.0,4.0,1.1428571428571428
CloudStack,2,0,1,4,12.0,3.0,1.2
CloudStack,2,0,1,2,12.0,6.0,1.0
CloudStack,2,0,1,4,12.0,3.0,1.2
CloudStack,2,0,1,2,12.0,6.0,1.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,4.0,2.0,0.8
CloudStack,2,0,1,2,10.0,5.0,2.0
CloudStack,2,0,1,3,27.999999999999996,9.333333333333332,1.9999999999999998
CloudStack,2,0,1,4,6.0,1.5,0.6666666666666666
CloudStack,2,0,1,4,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,70,4504.0,64.34285714285714,31.06206896551724
CloudStack,2,0,1,15,334.00000000000006,22.26666666666667,9.277777777777779
CloudStack,2,0,1,10,60.00000000000001,6.000000000000001,2.1428571428571432
CloudStack,2,0,1,4,16.0,4.0,2.0
CloudStack,2,0,1,8,126.0,15.75,6.3
CloudStack,2,0,1,2,12.0,6.0,2.0
CloudStack,2,0,1,22,615.9999999999999,27.999999999999996,6.039215686274509
CloudStack,2,0,1,5,20.0,4.0,2.0
CloudStack,2,0,1,2,6.0,3.0,1.0
CloudStack,2,0,1,4,2.0,0.5,0.14285714285714285
CloudStack,2,0,1,1,6.0,6.0,0.75
CloudStack,2,0,1,11,108.0,9.818181818181818,4.909090909090909
CloudStack,1,0,1,6,24.0,4.0,1.7142857142857142
CloudStack,1,0,1,8,16.0,2.0,0.8888888888888888
CloudStack,2,0,1,24,558.0,23.25,6.2
CloudStack,2,0,1,17,204.0,12.0,5.230769230769231
CloudStack,2,0,1,5,18.0,3.5999999999999996,1.125
CloudStack,2,0,1,6,30.0,5.0,2.142857142857143
CloudStack,2,0,1,7,28.0,4.0,1.0
CloudStack,2,0,1,3,6.0,2.0,1.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,3,24.0,8.0,3.0
CloudStack,2,0,1,1,4.0,4.0,1.0
CloudStack,2,0,1,3,12.0,4.0,1.5
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,3,12.0,4.0,1.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,3,11.999999999999996,3.999999999999999,0.8571428571428569
CloudStack,2,0,1,3,6.000000000000002,2.0000000000000004,0.7500000000000002
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,3,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,7,30.0,4.285714285714286,1.5789473684210527
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,4,8.0,2.0,1.0
CloudStack,2,0,1,4,2.0,0.5,0.14285714285714285
CloudStack,1,0,1,3,0.0,0.0,0.0
CloudStack,2,0,1,4,26.0,6.5,2.3636363636363638
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,3,16.0,5.333333333333334,2.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,31,64.00000000000001,2.0645161290322585,0.5765765765765767
CloudStack,1,0,1,2,8.0,4.0,4.0
CloudStack,1,0,1,4,21.0,5.25,5.25
CloudStack,1,0,1,2,6.0,3.0,3.0
CloudStack,2,0,1,3,8.0,2.6666666666666665,1.0
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,8,48.0,6.0,2.1818181818181817
CloudStack,2,0,1,2,4.0,2.0,0.6666666666666666
CloudStack,2,0,1,7,54.0,7.714285714285714,3.0
CloudStack,2,0,1,8,52.0,6.5,3.25
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,26,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,8,80.0,10.0,5.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,16,62.0,3.875,1.24
CloudStack,2,0,1,16,36.0,2.25,0.5454545454545454
CloudStack,2,0,1,13,49.99999999999999,3.846153846153846,0.9259259259259258
CloudStack,1,0,1,6,30.000000000000007,5.000000000000001,0.8571428571428573
CloudStack,1,0,1,12,12.0,1.0,0.14814814814814814
CloudStack,2,0,1,4,30.0,7.5,2.142857142857143
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,13,213.99999999999997,16.46153846153846,2.972222222222222
CloudStack,2,0,1,2,6.0,3.0,0.6
CloudStack,2,0,1,10,208.0,20.8,5.473684210526316
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,2.0,1.0,0.125
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,5,1.9999999999999973,0.39999999999999947,0.09090909090909079
CloudStack,1,0,1,3,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,5,28.000000000000004,5.6000000000000005,2.0000000000000004
CloudStack,1,0,1,13,26.0,2.0,0.30952380952380953
CloudStack,2,0,1,1,4.0,4.0,0.3333333333333333
CloudStack,1,0,1,6,0.0,0.0,0.0
CloudStack,2,0,1,8,106.0,13.25,4.416666666666667
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,8,2.0,0.25,0.05555555555555555
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,11,134.0,12.181818181818182,3.8285714285714287
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,2,0,1,3,10.0,3.333333333333333,0.5
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,2,0,1,2,12.0,6.0,2.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,6,34.0,5.666666666666667,1.7
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,13,172.0,13.230769230769232,3.739130434782609
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,4.0,2.0,0.5
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,4.0,2.0,0.3333333333333333
CloudStack,2,0,1,4,12.0,3.0,1.5
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,25,266.0,10.64,1.528735632183908
CloudStack,2,0,1,24,912.0,38.0,9.5
CloudStack,1,0,1,23,0.0,0.0,0.0
CloudStack,2,0,1,3,10.0,3.333333333333333,0.7142857142857143
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,10,140.00000000000003,14.000000000000002,2.5000000000000004
CloudStack,2,0,1,3,12.0,4.0,1.5
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,7,0.0,0.0,
CloudStack,2,0,1,7,57.99999999999999,8.285714285714285,1.526315789473684
CloudStack,2,0,1,7,0.0,0.0,0.0
CloudStack,1,0,1,6,0.0,0.0,0.0
CloudStack,2,0,1,7,275.0,39.285714285714285,4.044117647058823
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,10,228.0,22.8,5.7
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,2,0,1,2,4.0,2.0,0.5
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,2,0,1,9,66.0,7.333333333333334,2.357142857142857
CloudStack,2,0,1,7,140.0,20.0,1.2727272727272727
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,2,0,1,2,4.0,2.0,0.5
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,2.0,1.0,0.3333333333333333
CloudStack,2,0,1,2,12.0,6.0,1.2
CloudStack,1,0,1,2,10.0,5.0,0.5263157894736842
CloudStack,1,0,1,2,2.0,1.0,0.16666666666666666
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,10,68.0,6.800000000000001,2.6153846153846154
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,1,0,1,1,0.0,0.0,
CloudStack,1,0,1,1,4.0,4.0,1.0
CloudStack,1,0,1,2,4.0,2.0,0.5
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,3,36.0,12.0,3.0
CloudStack,2,0,1,2,6.0,3.0,0.6
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,6,36.0,6.0,3.0
CloudStack,2,0,1,1,6.0,6.0,1.0
CloudStack,1,0,1,1,4.0,4.0,1.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,1,2.0,2.0,0.5
CloudStack,1,0,1,1,2.0,2.0,1.0
CloudStack,2,0,1,1,8.0,8.0,0.8
CloudStack,2,0,1,2,18.0,9.0,1.2857142857142858
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,1,8.0,8.0,1.0
CloudStack,2,0,1,7,13.999999999999998,1.9999999999999998,1.5555555555555554
CloudStack,2,0,1,1,5.0,5.0,0.8333333333333334
CloudStack,2,0,1,1,5.0,5.0,0.8333333333333334
CloudStack,2,0,1,1,3.0,3.0,0.42857142857142855
CloudStack,1,0,1,1,1.0,1.0,0.14285714285714285
CloudStack,2,0,1,2,20.0,10.0,2.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,3,35.0,11.666666666666668,5.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,5,20.0,4.0,1.1764705882352942
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,5,0.0,0.0,0.0
CloudStack,2,0,1,2,5.0,2.5,1.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,16.0,8.0,1.1428571428571428
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,2.0,1.0,0.3333333333333333
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,21,350.0,16.666666666666668,7.608695652173913
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,5,4.000000000000002,0.8000000000000003,0.22222222222222232
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,7,20.0,2.857142857142857,0.8333333333333334
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,9,44.0,4.888888888888889,2.588235294117647
CloudStack,2,0,1,4,8.0,2.0,0.5
CloudStack,2,0,1,3,12.0,4.0,2.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,7,56.0,8.0,2.5454545454545454
CloudStack,2,0,1,3,20.0,6.666666666666667,2.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,8,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,2,0,1,9,90.0,10.0,3.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,6,16.0,2.666666666666667,0.8
CloudStack,2,0,1,5,12.000000000000002,2.4000000000000004,0.42857142857142866
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,4,0.0,0.0,0.0
CloudStack,2,0,1,4,8.0,2.0,0.5
CloudStack,1,0,1,4,0.0,0.0,0.0
CloudStack,2,0,1,4,8.0,2.0,0.3333333333333333
CloudStack,2,0,1,1,6.0,6.0,1.5
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,1,0.0,0.0,
CloudStack,2,0,1,4,12.0,3.0,0.42857142857142855
CloudStack,2,0,1,5,40.0,8.0,2.857142857142857
CloudStack,2,0,1,4,6.0,1.5,1.5
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,5.0,5.0,1.0
CloudStack,2,0,1,6,32.0,5.333333333333334,1.6842105263157894
CloudStack,1,0,1,3,0.0,0.0,0.0
CloudStack,2,0,1,3,3.999999999999999,1.333333333333333,0.33333333333333326
CloudStack,2,0,1,3,0.0,0.0,0.0
CloudStack,2,0,1,2,4.0,2.0,1.0
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,7,72.0,10.285714285714285,1.8
CloudStack,2,0,1,10,62.0,6.2,1.9375
CloudStack,2,0,1,10,48.0,4.8,2.1818181818181817
CloudStack,2,0,1,6,16.0,2.666666666666667,0.8
CloudStack,2,0,1,10,80.0,8.0,2.0
CloudStack,2,0,1,2,6.0,3.0,0.8571428571428571
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,2,2.0,1.0,0.25
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,35,878.0000000000001,25.08571428571429,9.865168539325843
CloudStack,2,0,1,10,36.00000000000001,3.6000000000000005,4.500000000000001
CloudStack,1,0,1,9,0.0,0.0,0.0
CloudStack,2,0,1,8,12.0,1.5,0.3
CloudStack,2,0,1,5,15.999999999999998,3.1999999999999997,0.8888888888888888
CloudStack,2,0,1,11,32.0,2.909090909090909,2.6666666666666665
CloudStack,2,0,1,7,16.000000000000004,2.285714285714286,0.6666666666666669
CloudStack,2,0,1,6,49.99999999999999,8.333333333333332,3.5714285714285707
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,14,101.99999999999999,7.285714285714285,5.1
CloudStack,2,0,1,6,0.0,0.0,0.0
CloudStack,1,0,1,6,0.0,0.0,0.0
CloudStack,2,0,1,6,52.00000000000001,8.666666666666668,2.6000000000000005
CloudStack,2,0,1,4,8.0,2.0,0.5
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,2,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,0.0
CloudStack,2,0,1,4,8.0,2.0,1.0
CloudStack,1,0,1,6,0.0,0.0,0.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,5,56.0,11.2,3.5
CloudStack,2,0,1,1,4.0,4.0,1.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,1,0.0,0.0,0.0
CloudStack,2,0,1,3,16.0,5.333333333333333,1.1428571428571428
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,2,0,1,3,8.0,2.6666666666666665,1.0
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,1,0.0,0.0,0.0
CloudStack,1,0,1,1,3.0,3.0,0.6
CloudStack,1,0,1,1,3.0,3.0,0.6
CloudStack,2,0,1,14,338.0,24.142857142857142,5.2
CloudStack,2,0,1,5,30.0,6.0,1.5
CloudStack,1,0,1,2,0.0,0.0,
CloudStack,1,0,1,4,4.0,1.0,0.12121212121212122
CloudStack,2,0,1,5,12.000000000000002,2.4000000000000004,0.5000000000000001
CloudStack,2,0,1,3,0.0,0.0,0.0
CloudStack,2,0,1,2,2.0,1.0,0.3333333333333333
CloudStack,2,0,1,5,25.999999999999996,5.199999999999999,0.8666666666666666
CloudStack,2,0,1,3,3.999999999999999,1.333333333333333,0.6666666666666665
CloudStack,2,0,1,1,5.0,5.0,0.5555555555555556
CloudStack,2,0,1,4,8.0,2.0,0.8
CloudStack,2,0,1,2,10.0,5.0,1.4285714285714286
CloudStack,2,0,1,6,12.0,2.0,1.0
CloudStack,2,0,1,2,10.0,5.0,1.4285714285714286
CloudStack,2,0,1,1,3.0,3.0,0.6
CloudStack,2,0,1,9,18.0,2.0,1.2857142857142858
CloudStack,2,0,1,2,14.0,7.0,1.2727272727272727
CloudStack,2,0,1,9,18.0,2.0,1.2857142857142858
