Project,ConvertedFrom,ConvertedTo,BeforeCount,AfterCount,CCTRChange,CCTRChangePerTest,%
CloudStack,0,2,25,1,-25.0,-1.0,-0.1968503937007874
CloudStack,0,2,10,1,-30.0,-3.0,-0.5454545454545454
CloudStack,0,2,7,1,-21.0,-3.0,-0.6774193548387096
CloudStack,0,2,11,1,-11.0,-1.0,-0.23404255319148937
CloudStack,0,2,10,1,-30.0,-3.0,-0.7317073170731707
CloudStack,0,1,2,1,-12.0,-6.0,-0.75
CloudStack,0,1,4,1,-4.0,-1.0,-0.3333333333333333
CloudStack,0,1,3,1,-11.0,-3.6666666666666665,-1.0
CloudStack,0,1,3,1,-9.0,-3.0,-1.0
CloudStack,0,1,4,1,-4.0,-1.0,-1.0
CloudStack,0,1,2,1,-8.0,-4.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,2,1,0.0,-0.0,0.0
CloudStack,0,2,3,1,-15.0,-5.0,-0.7894736842105263
CloudStack,0,1,2,1,-6.0,-3.0,-0.8571428571428571
CloudStack,0,1,2,1,-10.0,-5.0,-0.6666666666666666
CloudStack,0,1,2,1,-2.0,-1.0,-0.2857142857142857
CloudStack,0,2,5,1,-25.0,-5.0,-0.6410256410256411
CloudStack,0,1,5,1,-45.0,-9.0,-1.0
CloudStack,0,2,2,1,-6.0,-3.0,-0.75
CloudStack,0,2,4,1,-12.0,-3.0,-0.6
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,1,4,1,-4.0,-1.0,-0.3076923076923077
CloudStack,0,1,3,1,-3.0,-1.0,-0.3333333333333333
CloudStack,0,2,3,1,-9.0,-3.0,-0.5625
CloudStack,0,1,2,1,-2.0,-1.0,-0.3333333333333333
CloudStack,0,1,9,1,-9.0,-1.0,-1.0
CloudStack,0,1,2,1,-10.0,-5.0,-0.8333333333333334
CloudStack,0,1,3,1,-9.0,-3.0,-0.6923076923076923
CloudStack,0,1,4,1,-20.0,-5.0,-0.7142857142857143
CloudStack,0,1,2,1,-2.0,-1.0,-0.3333333333333333
CloudStack,0,1,2,1,-2.0,-1.0,-0.25
CloudStack,0,1,4,1,-12.0,-3.0,-0.8571428571428571
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,4,1,-4.0,-1.0,-0.18181818181818182
CloudStack,0,1,2,1,-2.0,-1.0,-0.1
CloudStack,0,1,4,1,-12.0,-3.0,-0.46153846153846156
CloudStack,0,2,6,1,-6.0,-1.0,-0.17647058823529413
CloudStack,0,2,6,1,-18.0,-3.0,-0.9
CloudStack,0,1,2,1,-10.0,-5.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,3,1,-3.0,-1.0,-1.0
CloudStack,0,1,8,1,-8.0,-1.0,-1.0
CloudStack,0,1,10,1,-10.0,-1.0,-1.0
CloudStack,0,1,3,1,-12.0,-4.0,-1.0
CloudStack,0,1,2,1,0.0,-0.0,
CloudStack,0,2,11,1,-33.0,-3.0,-0.673469387755102
CloudStack,0,2,10,1,-34.0,-3.4,-0.85
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,5,1,-5.0,-1.0,-1.0
CloudStack,0,1,10,1,-38.0,-3.8,-0.95
CloudStack,0,2,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,4,1,-12.0,-3.0,-0.6
CloudStack,0,1,4,1,-4.0,-1.0,-1.0
CloudStack,0,1,3,1,-9.0,-3.0,-1.0
CloudStack,0,1,4,1,-12.0,-3.0,-1.0
CloudStack,0,1,3,1,-9.0,-3.0,-0.42857142857142855
CloudStack,0,2,5,1,-15.0,-3.0,-0.3488372093023256
CloudStack,0,2,2,1,-10.0,-5.0,-0.7692307692307693
CloudStack,0,1,2,1,-14.0,-7.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,2,10,1,-50.0,-5.0,-0.4166666666666667
CloudStack,0,2,2,1,-10.0,-5.0,-0.3333333333333333
CloudStack,0,2,7,1,-7.0,-1.0,-0.16279069767441862
CloudStack,0,2,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,3,1,-3.0,-1.0,-1.0
CloudStack,0,1,3,1,-3.0,-1.0,-1.0
CloudStack,0,2,2,1,-7.0,-3.5,-0.5
CloudStack,0,2,2,1,-3.0,-1.5,-1.0
CloudStack,0,1,4,1,-4.0,-1.0,-1.0
CloudStack,0,1,7,1,-37.0,-5.285714285714286,-1.0
CloudStack,0,1,2,1,-8.0,-4.0,-1.0
CloudStack,0,1,3,1,-4.0,-1.3333333333333333,-1.0
CloudStack,0,1,8,1,-24.0,-3.0,-0.8
CloudStack,0,1,2,1,-10.0,-5.0,-0.7142857142857143
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,4,1,-8.0,-2.0,-0.5
CloudStack,0,1,6,1,-3.0,-0.5,-0.3333333333333333
CloudStack,0,1,2,1,0.0,-0.0,
CloudStack,0,2,26,1,-76.0,-2.923076923076923,-0.7307692307692307
CloudStack,0,1,10,1,-30.0,-3.0,-1.0
CloudStack,0,2,2,1,-6.0,-3.0,-0.5
CloudStack,0,1,3,1,-3.0,-1.0,-1.0
CloudStack,0,1,4,1,-4.0,-1.0,-1.0
CloudStack,0,1,2,1,-30.0,-15.0,-1.0
CloudStack,0,1,2,1,-10.0,-5.0,-1.0
CloudStack,0,1,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,2,1,-10.0,-5.0,-0.7142857142857143
CloudStack,0,2,3,1,-9.0,-3.0,-0.8181818181818182
CloudStack,0,2,5,1,0.0,-0.0,
CloudStack,0,1,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,5,1,0.0,-0.0,0.0
CloudStack,0,1,2,1,-14.0,-7.0,-1.0
CloudStack,0,1,2,1,-4.0,-2.0,-0.5
CloudStack,0,1,5,1,-5.0,-1.0,-0.18518518518518517
CloudStack,0,1,2,1,-2.0,-1.0,-0.0625
CloudStack,0,1,2,1,-2.0,-1.0,-0.2
CloudStack,0,1,4,1,-12.0,-3.0,-1.0
CloudStack,0,1,3,1,-21.0,-7.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-0.3333333333333333
CloudStack,0,2,5,1,-10.0,-2.0,-0.4166666666666667
CloudStack,0,1,2,1,-10.0,-5.0,-0.7142857142857143
CloudStack,0,2,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,2,1,0.0,-0.0,
CloudStack,0,2,3,1,-9.0,-3.0,-0.47368421052631576
CloudStack,0,2,6,1,-30.0,-5.0,-0.6521739130434783
CloudStack,0,2,3,1,-21.0,-7.0,-0.7241379310344828
CloudStack,0,2,8,1,-24.0,-3.0,-0.41379310344827586
CloudStack,0,2,2,1,-6.0,-3.0,-0.75
CloudStack,0,2,4,1,-13.0,-3.25,-0.8666666666666667
CloudStack,0,2,5,1,-5.0,-1.0,-0.16129032258064516
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-0.3333333333333333
CloudStack,0,1,2,1,-2.0,-1.0,-0.3333333333333333
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,2,1,-10.0,-5.0,-1.0
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,2,18,1,-18.0,-1.0,-0.15
CloudStack,0,2,4,1,-12.0,-3.0,-0.6
CloudStack,0,2,5,1,-15.0,-3.0,-0.6
CloudStack,0,1,2,1,-2.0,-1.0,-0.2
CloudStack,0,1,2,1,-2.0,-1.0,-0.3333333333333333
CloudStack,0,2,4,1,-12.0,-3.0,-0.75
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,1,2,1,0.0,-0.0,0.0
CloudStack,0,1,2,1,-18.0,-9.0,-0.8181818181818182
CloudStack,0,2,5,1,-45.0,-9.0,-0.6164383561643836
CloudStack,0,2,3,1,-15.0,-5.0,-0.7894736842105263
CloudStack,0,1,2,1,-10.0,-5.0,-1.0
CloudStack,0,1,3,1,-9.0,-3.0,-1.0
CloudStack,0,1,4,1,-12.0,-3.0,-1.0
CloudStack,0,2,3,1,-15.0,-5.0,-0.7142857142857143
CloudStack,0,1,3,1,-9.0,-3.0,-1.0
CloudStack,0,2,4,1,-12.0,-3.0,-0.6
CloudStack,0,1,2,1,-2.0,-1.0,-0.25
CloudStack,0,2,3,1,-3.0,-1.0,-0.2
CloudStack,0,1,9,1,-9.0,-1.0,-1.0
CloudStack,0,2,18,1,-54.0,-3.0,-0.574468085106383
CloudStack,0,1,2,1,-2.0,-1.0,-0.2857142857142857
CloudStack,0,1,2,1,-2.0,-1.0,-0.5
CloudStack,0,2,2,1,-5.0,-2.5,-0.25
CloudStack,0,1,2,1,-5.0,-2.5,-1.0
CloudStack,0,2,16,1,-48.0,-3.0,-0.5714285714285714
CloudStack,0,2,27,1,-75.0,-2.7777777777777777,-0.6198347107438017
CloudStack,0,2,10,1,-10.0,-1.0,-0.25
CloudStack,0,2,15,1,-26.0,-1.7333333333333334,-0.325
CloudStack,0,2,2,1,-6.0,-3.0,-0.375
CloudStack,0,2,14,1,-42.0,-3.0,-0.9130434782608695
CloudStack,0,2,4,1,-12.0,-3.0,-0.6
CloudStack,0,1,2,1,-6.0,-3.0,-0.8571428571428571
CloudStack,0,1,4,1,-4.0,-1.0,-0.3333333333333333
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,4,1,-4.0,-1.0,-1.0
CloudStack,0,1,3,1,-3.0,-1.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,7,1,-7.0,-1.0,-0.7777777777777778
CloudStack,0,2,2,1,-6.0,-3.0,-0.5
CloudStack,0,2,18,1,-18.0,-1.0,-0.20689655172413793
CloudStack,0,1,4,1,-4.0,-1.0,-0.18181818181818182
CloudStack,0,2,2,1,-2.0,-1.0,-0.125
CloudStack,0,2,4,1,-4.0,-1.0,-0.25
CloudStack,0,2,2,1,-6.0,-3.0,-0.35294117647058826
CloudStack,0,2,21,1,-21.0,-1.0,-0.15328467153284672
CloudStack,0,2,10,1,-30.0,-3.0,-0.5172413793103449
CloudStack,0,1,4,1,-14.0,-3.5,-0.6363636363636364
CloudStack,0,2,3,1,-2.0,-0.6666666666666666,-0.16666666666666666
CloudStack,0,1,4,1,-4.0,-1.0,-0.3333333333333333
CloudStack,0,1,7,1,-7.0,-1.0,-0.3333333333333333
CloudStack,0,2,21,1,-21.0,-1.0,-0.17355371900826447
CloudStack,0,2,19,1,-22.0,-1.1578947368421053,-0.22448979591836735
CloudStack,0,1,2,1,-2.0,-1.0,-0.3333333333333333
CloudStack,0,1,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,3,1,-9.0,-3.0,-0.75
CloudStack,0,1,3,1,-9.0,-3.0,-0.8181818181818182
CloudStack,0,1,2,1,-2.0,-1.0,-0.6666666666666666
CloudStack,0,1,2,1,-10.0,-5.0,-0.5555555555555556
CloudStack,0,1,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,2,1,-8.0,-4.0,-0.6666666666666666
CloudStack,0,1,2,1,-4.0,-2.0,-1.0
CloudStack,0,2,2,1,-6.0,-3.0,-0.75
CloudStack,0,1,4,1,-12.0,-3.0,-0.6
CloudStack,0,2,51,1,-51.0,-1.0,-0.1540785498489426
CloudStack,0,1,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,2,1,-5.0,-2.5,-0.5555555555555556
CloudStack,0,2,32,1,-99.0,-3.09375,-0.2911764705882353
CloudStack,0,2,18,1,-53.0,-2.9444444444444446,-0.44537815126050423
CloudStack,0,2,22,1,-22.0,-1.0,-0.2619047619047619
CloudStack,0,2,9,1,-27.0,-3.0,-0.5094339622641509
CloudStack,0,2,4,1,-14.0,-3.5,-0.5833333333333334
CloudStack,0,2,5,1,-5.0,-1.0,-0.29411764705882354
CloudStack,0,2,4,1,-14.0,-3.5,-0.6363636363636364
CloudStack,0,2,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-0.5
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-0.5
CloudStack,0,1,6,1,-6.0,-1.0,-0.3333333333333333
CloudStack,0,1,4,1,-12.0,-3.0,-1.0
CloudStack,0,1,3,1,-9.0,-3.0,-1.0
CloudStack,0,2,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,2,1,-10.0,-5.0,-1.0
CloudStack,0,2,5,1,-35.0,-7.0,-0.813953488372093
CloudStack,0,1,4,1,-14.0,-3.5,-1.0
CloudStack,0,1,2,1,-8.0,-4.0,-0.4444444444444444
CloudStack,0,2,10,1,-30.0,-3.0,-0.5172413793103449
CloudStack,0,1,5,1,-45.0,-9.0,-1.0
CloudStack,0,1,2,1,-6.0,-3.0,-0.6
CloudStack,0,2,66,1,-66.0,-1.0,-0.28695652173913044
CloudStack,0,1,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,2,1,-14.0,-7.0,-1.0
CloudStack,0,1,2,1,-10.0,-5.0,-1.0
CloudStack,0,1,3,1,-3.0,-1.0,-0.3333333333333333
CloudStack,0,1,9,1,-9.0,-1.0,-1.0
CloudStack,0,1,3,1,-15.0,-5.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-0.3333333333333333
CloudStack,0,1,3,1,-3.0,-1.0,-1.0
CloudStack,0,1,3,1,-15.0,-5.0,-0.7142857142857143
CloudStack,0,2,2,1,-6.0,-3.0,-0.5
CloudStack,0,2,18,1,-19.0,-1.0555555555555556,-0.21839080459770116
CloudStack,0,1,5,1,-15.0,-3.0,-0.8823529411764706
CloudStack,0,2,2,1,-6.0,-3.0,-0.75
CloudStack,0,1,2,1,-2.0,-1.0,-0.5
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,9,1,-10.0,-1.1111111111111112,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,4,1,-28.0,-7.0,-0.7777777777777778
CloudStack,0,2,3,1,-9.0,-3.0,-0.6
CloudStack,0,1,3,1,-17.0,-5.666666666666667,-0.8947368421052632
CloudStack,0,1,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,3,1,-9.0,-3.0,-0.6
CloudStack,0,1,3,1,-15.0,-5.0,-1.0
CloudStack,0,2,2,1,-2.0,-1.0,-0.2
CloudStack,0,1,4,1,-4.0,-1.0,-0.3333333333333333
CloudStack,0,1,2,1,-2.0,-1.0,-0.3333333333333333
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,1,2,1,-12.0,-6.0,-1.0
CloudStack,0,2,2,1,-6.0,-3.0,-0.75
CloudStack,0,1,2,1,-3.0,-1.5,-1.0
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,2,4,1,-20.0,-5.0,-0.5882352941176471
CloudStack,0,2,14,1,-70.0,-5.0,-0.5833333333333334
CloudStack,0,2,17,1,-17.0,-1.0,-0.25757575757575757
CloudStack,0,2,6,1,-5.0,-0.8333333333333334,-0.18518518518518517
CloudStack,0,2,2,1,-6.0,-3.0,-0.6
CloudStack,0,2,2,1,-2.0,-1.0,-0.25
CloudStack,0,1,2,1,-2.0,-1.0,-0.16666666666666666
CloudStack,0,2,6,1,-21.0,-3.5,-0.5384615384615384
CloudStack,0,2,4,1,-12.0,-3.0,-0.5454545454545454
CloudStack,0,2,3,1,-3.0,-1.0,-0.15789473684210525
CloudStack,0,2,2,1,-6.0,-3.0,-0.6
CloudStack,0,2,2,1,-6.0,-3.0,-0.5454545454545454
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,1,8,1,-24.0,-3.0,-0.6
CloudStack,0,2,2,1,-6.0,-3.0,-0.6666666666666666
CloudStack,0,1,3,1,-21.0,-7.0,-0.7777777777777778
CloudStack,0,2,2,1,-12.0,-6.0,-0.75
CloudStack,0,1,2,1,-6.0,-3.0,-0.6
CloudStack,0,1,2,1,-2.0,-1.0,-0.2
CloudStack,0,2,2,1,-2.0,-1.0,-0.2222222222222222
CloudStack,0,1,2,1,-22.0,-11.0,-0.8461538461538461
CloudStack,0,2,2,1,-6.0,-3.0,-0.23076923076923078
CloudStack,0,1,2,1,-14.0,-7.0,-1.0
CloudStack,0,1,4,1,-4.0,-1.0,-0.3333333333333333
CloudStack,0,1,3,1,-3.0,-1.0,-1.0
CloudStack,0,1,3,1,0.0,-0.0,0.0
CloudStack,0,1,9,1,-9.0,-1.0,-0.16363636363636364
CloudStack,0,1,2,1,-2.0,-1.0,-0.5
CloudStack,0,1,2,1,-6.0,-3.0,-0.6
CloudStack,0,2,4,1,-8.0,-2.0,-0.5
CloudStack,0,1,2,1,-3.0,-1.5,-0.6
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,2,4,1,-12.0,-3.0,-0.6
CloudStack,0,1,4,1,-12.0,-3.0,-1.0
CloudStack,0,1,3,1,-6.0,-2.0,-1.0
CloudStack,0,1,2,1,-2.0,-1.0,-0.25
CloudStack,0,1,4,1,-44.0,-11.0,-1.0
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
CloudStack,0,1,3,1,-15.0,-5.0,-0.8333333333333334
CloudStack,0,1,3,1,-11.0,-3.6666666666666665,-0.6470588235294118
CloudStack,0,1,2,1,-2.0,-1.0,-0.5
CloudStack,0,1,4,1,-28.0,-7.0,-1.0
CloudStack,0,2,18,1,-55.0,-3.055555555555556,-0.45454545454545453
CloudStack,0,2,3,1,-9.0,-3.0,-0.6923076923076923
CloudStack,0,1,3,1,-9.0,-3.0,-1.0
CloudStack,0,1,3,1,-9.0,-3.0,-0.6
CloudStack,0,1,2,1,-10.0,-5.0,-1.0
CloudStack,0,1,2,1,-10.0,-5.0,-0.7142857142857143
CloudStack,0,2,5,1,-25.0,-5.0,-0.8620689655172413
CloudStack,0,2,7,1,-21.0,-3.0,-0.7241379310344828
CloudStack,0,2,2,1,-6.0,-3.0,-0.75
CloudStack,0,1,2,1,-2.0,-1.0,-1.0
CloudStack,0,2,2,1,-6.0,-3.0,-0.5
CloudStack,0,1,3,1,-51.0,-17.0,-1.0
CloudStack,0,1,2,1,-6.0,-3.0,-0.75
CloudStack,0,2,5,1,-5.0,-1.0,-0.21739130434782608
CloudStack,0,1,3,1,-9.0,-3.0,-1.0
CloudStack,0,1,2,1,-6.0,-3.0,-1.0
Commons-Compress,0,2,5,1,-7.0,-1.4,-0.2413793103448276
Commons-Compress,0,1,4,1,-4.0,-1.0,-1.0
Commons-Configuration,0,1,3,1,-9.0,-3.0,-0.6923076923076923
Commons-Configuration,0,1,2,1,-2.0,-1.0,-0.6666666666666666
Commons-Configuration,0,2,2,1,-6.0,-3.0,-1.0
Commons-Configuration,0,1,2,1,-2.0,-1.0,-0.4
Commons-Configuration,0,1,2,1,-2.0,-1.0,-0.4
Commons-Configuration,0,2,4,1,-12.0,-3.0,-0.75
Commons-Configuration,0,1,2,1,0.0,-0.0,0.0
Commons-Configuration,0,1,9,1,-9.0,-1.0,-0.5
Commons-Configuration,0,1,2,1,-6.0,-3.0,-0.6
Commons-Configuration,0,1,3,1,-3.0,-1.0,-0.75
Commons-Configuration,0,1,2,1,-2.0,-1.0,-0.5
Commons-Configuration,0,1,2,1,-6.0,-3.0,-0.5
Commons-Configuration,0,1,5,1,-15.0,-3.0,-0.5555555555555556
Commons-Configuration,0,1,3,1,-7.0,-2.333333333333333,-0.6363636363636364
Commons-Configuration,0,1,2,1,-2.0,-1.0,-0.6666666666666666
Commons-Configuration,0,1,4,1,-4.0,-1.0,-0.5
Commons-Configuration,0,1,8,1,-8.0,-1.0,-0.5714285714285714
Commons-Configuration,0,1,9,1,-9.0,-1.0,-0.6428571428571429
Commons-Configuration,0,1,2,1,-6.0,-3.0,-0.8571428571428571
Commons-Configuration,0,1,2,1,-2.0,-1.0,-0.4
Commons-Configuration,0,1,4,1,-4.0,-1.0,-0.36363636363636365
Commons-Configuration,0,1,2,1,-2.0,-1.0,-0.3333333333333333
Commons-Configuration,0,1,6,1,-6.0,-1.0,-0.3333333333333333
Commons-Configuration,0,1,3,1,-3.0,-1.0,-0.42857142857142855
Commons-Configuration,0,1,2,1,-3.0,-1.5,-1.0
Commons-Configuration,0,1,2,1,-4.0,-2.0,-1.0
Commons-Configuration,0,1,3,1,-3.0,-1.0,-0.375
Commons-Configuration,0,1,2,1,-6.0,-3.0,-0.6
Commons-Configuration,0,1,5,1,-5.0,-1.0,-0.5555555555555556
Commons-Configuration,0,1,2,1,-4.0,-2.0,-0.5
Commons-Configuration,0,2,2,1,-6.0,-3.0,-0.3333333333333333
Commons-Configuration,0,1,2,1,-2.0,-1.0,-0.4
Commons-Configuration,0,1,5,1,-21.0,-4.2,-1.0
Commons-Configuration,0,1,2,1,0.0,-0.0,0.0
Commons-Configuration,0,1,3,1,-3.0,-1.0,-0.42857142857142855
Commons-Configuration,0,1,2,1,-3.0,-1.5,-1.0
Commons-Configuration,0,1,3,1,-9.0,-3.0,-0.5
Commons-Configuration,0,2,3,1,-7.0,-2.333333333333333,-0.7777777777777778
Commons-Configuration,0,1,2,1,-2.0,-1.0,-0.4
Commons-Configuration,0,1,3,1,-3.0,-1.0,-0.42857142857142855
Commons-Configuration,0,1,3,1,-3.0,-1.0,-0.5
Commons-Configuration,0,2,18,1,-36.0,-2.0,-0.8
Commons-Configuration,0,2,8,1,-14.0,-1.75,-0.875
Commons-Configuration,0,2,8,1,-16.0,-2.0,-0.7619047619047619
Commons-Configuration,0,1,3,1,-6.0,-2.0,-1.0
Commons-Configuration,0,1,3,1,-3.0,-1.0,-0.23076923076923078
Commons-Configuration,0,1,3,1,-3.0,-1.0,-0.42857142857142855
Commons-Configuration,0,1,2,1,-2.0,-1.0,-0.5
Commons-Configuration,0,1,2,1,-2.0,-1.0,-0.6666666666666666
Commons-Configuration,0,1,3,1,-3.0,-1.0,-0.5
Commons-Configuration,0,1,7,1,-7.0,-1.0,-0.5
Commons-DbUtils,0,1,2,1,-6.0,-3.0,-0.75
Commons-DbUtils,0,1,5,1,-5.0,-1.0,-0.3333333333333333
Commons-DbUtils,0,1,2,1,-6.0,-3.0,-0.75
Commons-DbUtils,0,1,5,1,-5.0,-1.0,-0.3333333333333333
Commons-DbUtils,0,1,7,1,-21.0,-3.0,-0.5384615384615384
Commons-DbUtils,0,1,11,1,-11.0,-1.0,-0.2682926829268293
Commons-Email,0,1,2,1,-2.0,-1.0,-1.0
Commons-IO,0,1,3,1,-7.0,-2.333333333333333,-1.0
Commons-IO,0,1,3,1,-6.0,-2.0,-1.0
Commons-IO,0,1,5,1,-5.0,-1.0,-0.5
Commons-IO,0,1,2,1,-2.0,-1.0,-0.3333333333333333
Commons-IO,0,1,21,1,-21.0,-1.0,-1.0
Commons-IO,0,1,21,1,-21.0,-1.0,-0.3333333333333333
Commons-Text,0,1,11,1,0.0,-0.0,0.0
Continuum,0,1,12,1,-36.0,-3.0,-0.5294117647058824
Continuum,0,1,4,1,-4.0,-1.0,-0.2
Continuum,0,1,2,1,-6.0,-3.0,-1.0
Crunch,0,1,8,1,-8.0,-1.0,-0.5
Crunch,0,1,2,1,-2.0,-1.0,-0.25
Crunch,0,1,4,1,-20.0,-5.0,-0.9090909090909091
Crunch,0,2,2,1,-6.0,-3.0,-0.6
Crunch,0,2,2,1,-14.0,-7.0,-0.7777777777777778
Crunch,0,1,5,1,-5.0,-1.0,-0.3333333333333333
Crunch,0,1,5,1,-25.0,-5.0,-1.0
Crunch,0,1,6,1,0.0,-0.0,0.0
CXF,0,2,3,1,-12.0,-4.0,-0.3
CXF,0,1,2,1,-10.0,-5.0,-1.0
CXF,0,2,2,1,-6.0,-3.0,-0.5
CXF,0,1,3,1,-21.0,-7.0,-1.0
CXF,0,2,3,1,-11.0,-3.6666666666666665,-0.8461538461538461
CXF,0,1,5,1,0.0,-0.0,0.0
CXF,0,1,5,1,-23.0,-4.6,-0.45098039215686275
CXF,0,2,3,1,-20.0,-6.666666666666667,-0.9090909090909091
CXF,0,2,4,1,-14.0,-3.5,-0.7368421052631579
CXF,0,2,7,1,-7.0,-1.0,-0.30434782608695654
CXF,0,1,7,1,-15.0,-2.142857142857143,-0.8823529411764706
CXF,0,2,4,1,-4.0,-1.0,-0.25
CXF,0,1,2,1,-6.0,-3.0,-0.42857142857142855
CXF,0,2,3,1,-3.0,-1.0,-0.2727272727272727
CXF,0,1,2,1,-6.0,-3.0,-0.75
CXF,0,2,2,1,-6.0,-3.0,-0.75
CXF,0,2,17,1,-63.0,-3.7058823529411766,-0.4405594405594406
CXF,0,2,11,1,-11.0,-1.0,-0.2
CXF,0,2,3,1,-9.0,-3.0,-0.391304347826087
CXF,0,1,2,1,-2.0,-1.0,-0.25
CXF,0,1,2,1,-2.0,-1.0,-1.0
CXF,0,1,2,1,-2.0,-1.0,-1.0
CXF,0,2,10,1,-112.0,-11.2,-0.9824561403508771
CXF,0,2,28,1,-95.0,-3.392857142857143,-0.5163043478260869
CXF,0,2,6,1,-6.0,-1.0,-0.23076923076923078
CXF,0,2,5,1,-15.0,-3.0,-0.42857142857142855
CXF,0,1,3,1,-9.0,-3.0,-1.0
CXF,0,1,2,1,-2.0,-1.0,-0.6666666666666666
CXF,0,1,5,1,-5.0,-1.0,-0.8333333333333334
CXF,0,1,6,1,-6.0,-1.0,-0.2
CXF,0,1,2,1,0.0,-0.0,
CXF,0,1,2,1,-18.0,-9.0,-1.0
CXF,0,1,2,1,-22.0,-11.0,-1.0
CXF,0,2,4,1,-14.0,-3.5,-0.3888888888888889
CXF,0,1,2,1,-6.0,-3.0,-0.6
CXF,0,1,2,1,-6.0,-3.0,-1.0
CXF,0,2,31,1,-31.0,-1.0,-0.1103202846975089
CXF,0,2,4,1,-4.0,-1.0,-0.3333333333333333
CXF,0,2,2,1,-6.0,-3.0,-0.5
CXF,0,2,3,1,-53.0,-17.666666666666668,-0.8153846153846154
CXF,0,2,4,1,-12.0,-3.0,-0.5714285714285714
CXF,0,2,2,1,-6.0,-3.0,-0.75
CXF,0,2,2,1,-2.0,-1.0,-0.2
CXF,0,1,2,1,-2.0,-1.0,-1.0
CXF,0,2,3,1,-3.0,-1.0,-0.2727272727272727
CXF,0,1,3,1,-3.0,-1.0,-1.0
CXF,0,2,8,1,-8.0,-1.0,-0.18181818181818182
CXF,0,1,2,1,-2.0,-1.0,-1.0
CXF,0,1,4,1,-4.0,-1.0,-1.0
CXF,0,1,3,1,-6.0,-2.0,-1.0
CXF,0,1,7,1,-7.0,-1.0,-0.3333333333333333
CXF,0,2,6,1,-30.0,-5.0,-0.7894736842105263
CXF,0,2,3,1,-9.0,-3.0,-0.6923076923076923
CXF,0,2,2,1,-2.0,-1.0,-0.25
CXF,0,2,2,1,-8.0,-4.0,-0.7272727272727273
CXF,0,1,2,1,-2.0,-1.0,-0.3333333333333333
CXF,0,1,2,1,-2.0,-1.0,-0.25
CXF,0,2,2,1,-2.0,-1.0,-0.25
CXF,0,1,5,1,-19.0,-3.8,-0.5757575757575758
CXF,0,2,3,1,-9.0,-3.0,-0.6
CXF,0,1,4,1,-4.0,-1.0,-0.3333333333333333
