ConversionCount,TotalBeforeMocks,TotalAfterMocks,AvgBeforeCount,AvgAfterCount,AvgCCTRChange,AvgCCTRChangePerTest,Prestangeimpact
5337,20405,5337,3.823308975079633,1.0,-8.884766722878021,-2.3722109893137846,-0.6861305466936324
2173,13794,2173,6.34790612057064,1.0,-18.614818223653934,-3.2574354847636133,-0.5189813453780806
9718,9718,24885,1.0,2.560712080675036,3.5395143033545997,1.0660231702709646,inf
6681,6681,32004,1.0,4.790300853165694,84.22152372399341,6.412940748933459,inf
