Project,FromLevel,ToLevel,InputMockCount,OutputMockCount,CCTRReduction,CCTRReductionPerTest,AffectedTestsCCTR,ReductionRatio,ReductionRatio_num,ecdf_x,ecdf_y
Gobblin,0,1,3,1,-9,-3.0,37,-24%,-0.24,0.5039370078740157,-0.24
Gobblin,0,1,3,1,-6,-2.0,86,-7%,-0.07,0.8582677165354331,-0.07
Gobblin,0,2,2,1,-14,-7.0,16,-88%,-0.88,0.06299212598425197,-0.88
Gobblin,0,1,3,1,-15,-5.0,37,-41%,-0.41,0.2992125984251969,-0.41
Gobblin,0,1,5,1,0,0.0,0,,,,
Gobblin,0,1,2,1,-6,-3.0,59,-10%,-0.1,0.7952755905511811,-0.1
Gobblin,0,1,2,1,-2,-1.0,25,-8%,-0.08,0.8503937007874016,-0.08
Gobblin,0,1,3,1,-9,-3.0,36,-25%,-0.25,0.44881889763779526,-0.25
Gobblin,0,1,2,1,-2,-1.0,9,-22%,-0.22,0.5275590551181102,-0.22
Gobblin,0,1,7,1,-28,-4.0,71,-39%,-0.39,0.30708661417322836,-0.39
Gobblin,0,1,5,1,-10,-2.0,143,-7%,-0.07,0.8661417322834646,-0.07
Gobblin,0,1,2,1,-3,-1.5,3,-100%,-1.0,0.031496062992125984,-1.0
Gobblin,0,2,6,1,-26,-4.333333333,35,-74%,-0.74,0.11811023622047244,-0.74
Gobblin,0,1,2,1,-6,-3.0,59,-10%,-0.1,0.8031496062992126,-0.1
Gobblin,0,1,2,1,-2,-1.0,12,-17%,-0.17,0.6220472440944882,-0.17
Gobblin,0,1,3,1,-3,-1.0,44,-7%,-0.07,0.8740157480314961,-0.07
Gobblin,0,1,2,1,-31,-15.5,39,-79%,-0.79,0.07874015748031496,-0.79
Gobblin,0,1,3,1,-3,-1.0,63,-5%,-0.05,0.9133858267716536,-0.05
Gobblin,0,1,3,1,-9,-3.0,77,-12%,-0.12,0.7244094488188977,-0.12
Gobblin,0,1,2,1,-10,-5.0,18,-56%,-0.56,0.16535433070866143,-0.56
Gobblin,0,1,3,1,-9,-3.0,36,-25%,-0.25,0.4566929133858268,-0.25
Gobblin,0,1,2,1,-2,-1.0,12,-17%,-0.17,0.6299212598425197,-0.17
Gobblin,0,1,3,1,-9,-3.0,50,-18%,-0.18,0.5984251968503937,-0.18
Gobblin,0,1,2,1,-3,-1.5,3,-100%,-1.0,0.03937007874015748,-1.0
Gobblin,0,2,10,1,-10,-1.0,187,-5%,-0.05,0.9212598425196851,-0.05
Gobblin,0,1,2,1,-6,-3.0,16,-38%,-0.38,0.31496062992125984,-0.38
Gobblin,0,2,6,1,-54,-9.0,107,-50%,-0.5,0.2283464566929134,-0.5
Gobblin,0,2,3,1,-9,-3.0,74,-12%,-0.12,0.7322834645669292,-0.12
Gobblin,0,1,5,1,0,0.0,0,,,,
Gobblin,0,1,2,1,-6,-3.0,27,-22%,-0.22,0.5354330708661418,-0.22
Hadoop,0,2,7,1,-21,-3.0,126,-17%,-0.17,0.4591549295774648,-0.17
Hadoop,0,1,3,1,-13,-4.333333333,93,-14%,-0.14,0.5267605633802817,-0.14
Hadoop,0,1,5,1,-10,-2.0,46,-22%,-0.22,0.3676056338028169,-0.22
Hadoop,0,1,3,1,-9,-3.0,87,-10%,-0.1,0.643661971830986,-0.1
Hadoop,0,1,6,1,-18,-3.0,129,-14%,-0.14,0.528169014084507,-0.14
Hadoop,0,1,4,1,0,0.0,8,0%,0.0,0.8887323943661972,0.0
Hadoop,0,1,2,1,-6,-3.0,46,-13%,-0.13,0.5464788732394367,-0.13
Hadoop,0,1,3,1,-3,-1.0,25,-12%,-0.12,0.5774647887323944,-0.12
Hadoop,0,2,4,1,-4,-1.0,63,-6%,-0.06,0.7352112676056338,-0.06
Hadoop,0,1,2,1,-15,-7.5,37,-41%,-0.41,0.1352112676056338,-0.41
Hadoop,0,2,2,1,-2,-1.0,11,-18%,-0.18,0.4309859154929577,-0.18
Hadoop,0,1,2,1,-16,-8.0,44,-36%,-0.36,0.18873239436619718,-0.36
Hadoop,0,1,2,1,0,0.0,29,0%,0.0,0.8901408450704226,0.0
Hadoop,0,1,4,1,0,0.0,16,0%,0.0,0.8915492957746479,0.0
Hadoop,0,2,2,1,-4,-2.0,42,-10%,-0.1,0.6450704225352113,-0.1
Hadoop,0,1,3,1,-25,-8.333333333,63,-40%,-0.4,0.14225352112676057,-0.4
Hadoop,0,2,5,1,-31,-6.2,62,-50%,-0.5,0.07746478873239436,-0.5
Hadoop,0,1,2,1,-3,-1.5,9,-33%,-0.33,0.21830985915492956,-0.33
Hadoop,0,2,2,1,-6,-3.0,11,-55%,-0.55,0.06619718309859154,-0.55
Hadoop,0,1,7,1,-7,-1.0,71,-10%,-0.1,0.6464788732394366,-0.1
Hadoop,0,1,6,1,-7,-1.166666667,62,-11%,-0.11,0.6070422535211267,-0.11
Hadoop,0,1,3,1,0,0.0,12,0%,0.0,0.8929577464788733,0.0
Hadoop,0,1,13,1,-7,-0.538461538,498,-1%,-0.01,0.8845070422535212,-0.01
Hadoop,0,1,2,1,-2,-1.0,25,-8%,-0.08,0.6971830985915493,-0.08
Hadoop,0,1,6,1,-4,-0.666666667,45,-9%,-0.09,0.671830985915493,-0.09
Hadoop,0,1,3,1,-3,-1.0,12,-25%,-0.25,0.3183098591549296,-0.25
Hadoop,0,1,7,1,-35,-5.0,241,-15%,-0.15,0.5084507042253521,-0.15
Hadoop,0,1,5,1,-22,-4.4,60,-37%,-0.37,0.18169014084507043,-0.37
Hadoop,0,1,9,1,-9,-1.0,87,-10%,-0.1,0.647887323943662,-0.1
Hadoop,0,2,2,1,-6,-3.0,13,-46%,-0.46,0.10140845070422536,-0.46
Hadoop,0,1,3,1,0,0.0,3,0%,0.0,0.8943661971830986,0.0
Hadoop,0,2,3,1,-9,-3.0,15,-60%,-0.6,0.054929577464788736,-0.6
Hadoop,0,1,3,1,-2,-0.666666667,18,-11%,-0.11,0.6084507042253521,-0.11
Hadoop,0,1,9,1,-26,-2.888888889,188,-14%,-0.14,0.5295774647887324,-0.14
Hadoop,0,1,2,1,0,0.0,10,0%,0.0,0.895774647887324,0.0
Hadoop,0,2,2,1,-7,-3.5,28,-25%,-0.25,0.31971830985915495,-0.25
Hadoop,0,2,7,1,-21,-3.0,71,-30%,-0.3,0.24929577464788732,-0.3
Hadoop,0,1,5,1,-12,-2.4,66,-18%,-0.18,0.4323943661971831,-0.18
Hadoop,0,1,2,1,0,0.0,26,0%,0.0,0.8971830985915493,0.0
Hadoop,0,1,12,1,-10,-0.833333333,539,-2%,-0.02,0.8619718309859155,-0.02
Hadoop,0,1,2,1,-14,-7.0,41,-34%,-0.34,0.2140845070422535,-0.34
Hadoop,0,1,5,1,-11,-2.2,87,-13%,-0.13,0.547887323943662,-0.13
Hadoop,0,2,2,1,-6,-3.0,32,-19%,-0.19,0.4070422535211268,-0.19
Hadoop,0,1,3,1,-6,-2.0,32,-19%,-0.19,0.4084507042253521,-0.19
Hadoop,0,2,17,1,-43,-2.529411765,550,-8%,-0.08,0.6985915492957746,-0.08
Hadoop,0,1,2,1,-2,-1.0,36,-6%,-0.06,0.7366197183098592,-0.06
Hadoop,0,2,4,1,-4,-1.0,25,-16%,-0.16,0.4830985915492958,-0.16
Hadoop,0,1,2,1,-2,-1.0,5,-40%,-0.4,0.14366197183098592,-0.4
Hadoop,0,1,2,1,-6,-3.0,26,-23%,-0.23,0.3492957746478873,-0.23
Hadoop,0,1,2,1,-18,-9.0,50,-36%,-0.36,0.19014084507042253,-0.36
Hadoop,0,1,3,1,-4,-1.333333333,10,-40%,-0.4,0.14507042253521127,-0.4
Hadoop,0,1,2,1,0,0.0,11,0%,0.0,0.8985915492957747,0.0
Hadoop,0,1,8,1,-8,-1.0,241,-3%,-0.03,0.8352112676056338,-0.03
Hadoop,0,1,2,1,-2,-1.0,10,-20%,-0.2,0.38591549295774646,-0.2
Hadoop,0,1,3,1,-3,-1.0,47,-6%,-0.06,0.7380281690140845,-0.06
Hadoop,0,1,4,1,-12,-3.0,32,-38%,-0.38,0.1676056338028169,-0.38
Hadoop,0,1,2,1,-2,-1.0,40,-5%,-0.05,0.7591549295774648,-0.05
Hadoop,0,1,9,1,-45,-5.0,46,-98%,-0.98,0.014084507042253521,-0.98
Hadoop,0,2,3,1,-9,-3.0,13,-69%,-0.69,0.0323943661971831,-0.69
Hadoop,0,1,2,1,-2,-1.0,17,-12%,-0.12,0.5788732394366197,-0.12
Hadoop,0,2,9,1,-27,-3.0,124,-22%,-0.22,0.36901408450704226,-0.22
Hadoop,0,2,6,1,-6,-1.0,72,-8%,-0.08,0.7,-0.08
Hadoop,0,2,2,1,-1,-0.5,53,-2%,-0.02,0.8633802816901408,-0.02
Hadoop,0,1,3,1,-9,-3.0,66,-14%,-0.14,0.5309859154929577,-0.14
Hadoop,0,1,14,1,-14,-1.0,333,-4%,-0.04,0.795774647887324,-0.04
Hadoop,0,1,5,1,0,0.0,73,0%,0.0,0.9,0.0
Hadoop,0,1,2,1,-3,-1.5,26,-12%,-0.12,0.5802816901408451,-0.12
Hadoop,0,1,9,1,-35,-3.888888889,174,-20%,-0.2,0.3873239436619718,-0.2
Hadoop,0,1,3,1,-3,-1.0,132,-2%,-0.02,0.8647887323943662,-0.02
Hadoop,0,1,4,1,-4,-1.0,51,-8%,-0.08,0.7014084507042253,-0.08
Hadoop,0,1,10,1,0,0.0,140,0%,0.0,0.9014084507042254,0.0
Hadoop,0,1,6,1,-8,-1.333333333,77,-10%,-0.1,0.6492957746478873,-0.1
Hadoop,0,1,5,1,-5,-1.0,40,-13%,-0.13,0.5492957746478874,-0.13
Hadoop,0,1,2,1,-2,-1.0,18,-11%,-0.11,0.6098591549295774,-0.11
Hadoop,0,1,2,1,-2,-1.0,45,-4%,-0.04,0.7971830985915493,-0.04
Hadoop,0,1,5,1,0,0.0,53,0%,0.0,0.9028169014084507,0.0
Hadoop,0,1,6,1,-6,-1.0,70,-9%,-0.09,0.6732394366197183,-0.09
Hadoop,0,1,4,1,-4,-1.0,39,-10%,-0.1,0.6507042253521127,-0.1
Hadoop,0,1,11,1,-11,-1.0,64,-17%,-0.17,0.46056338028169014,-0.17
Hadoop,0,1,4,1,-2,-0.5,69,-3%,-0.03,0.8366197183098592,-0.03
Hadoop,0,1,3,1,-10,-3.333333333,38,-26%,-0.26,0.30422535211267604,-0.26
Hadoop,0,1,3,1,-14,-4.666666667,116,-12%,-0.12,0.5816901408450704,-0.12
Hadoop,0,1,6,1,-20,-3.333333333,59,-34%,-0.34,0.21549295774647886,-0.34
Hadoop,0,1,2,1,-2,-1.0,13,-15%,-0.15,0.5098591549295775,-0.15
Hadoop,0,1,2,1,-3,-1.5,18,-17%,-0.17,0.4619718309859155,-0.17
Hadoop,0,1,3,1,-9,-3.0,24,-38%,-0.38,0.16901408450704225,-0.38
Hadoop,0,2,2,1,-6,-3.0,32,-19%,-0.19,0.4098591549295775,-0.19
Hadoop,0,1,5,1,-25,-5.0,111,-23%,-0.23,0.35070422535211265,-0.23
Hadoop,0,2,3,1,-10,-3.333333333,12,-83%,-0.83,0.02112676056338028,-0.83
Hadoop,0,1,5,1,-35,-7.0,55,-64%,-0.64,0.04788732394366197,-0.64
Hadoop,0,2,36,1,-131,-3.638888889,459,-29%,-0.29,0.2605633802816901,-0.29
Hadoop,0,2,30,1,-100,-3.333333333,257,-39%,-0.39,0.16056338028169015,-0.39
Hadoop,0,2,16,1,-21,-1.3125,128,-16%,-0.16,0.48450704225352115,-0.16
Hadoop,0,1,22,1,-66,-3.0,88,-75%,-0.75,0.028169014084507043,-0.75
Hadoop,0,2,12,1,-66,-5.5,218,-30%,-0.3,0.2507042253521127,-0.3
Hadoop,0,2,10,1,-30,-3.0,193,-16%,-0.16,0.4859154929577465,-0.16
Hadoop,0,2,2,1,-6,-3.0,26,-23%,-0.23,0.352112676056338,-0.23
Hadoop,0,1,5,1,-27,-5.4,61,-44%,-0.44,0.12253521126760564,-0.44
Hadoop,0,2,2,1,-6,-3.0,39,-15%,-0.15,0.5112676056338028,-0.15
Hadoop,0,2,2,1,-6,-3.0,26,-23%,-0.23,0.35352112676056335,-0.23
Hadoop,0,1,3,1,-15,-5.0,21,-71%,-0.71,0.030985915492957747,-0.71
Hadoop,0,1,4,1,-2,-0.5,56,-4%,-0.04,0.7985915492957747,-0.04
Hadoop,0,1,2,1,-2,-1.0,46,-4%,-0.04,0.8,-0.04
Hadoop,0,1,4,1,-8,-2.0,40,-20%,-0.2,0.38873239436619716,-0.2
Hadoop,0,1,2,1,-6,-3.0,39,-15%,-0.15,0.5126760563380282,-0.15
Hadoop,0,1,2,1,-4,-2.0,34,-12%,-0.12,0.5830985915492958,-0.12
Hadoop,0,2,14,1,-39,-2.785714286,210,-19%,-0.19,0.4112676056338028,-0.19
Hadoop,0,2,7,1,-21,-3.0,109,-19%,-0.19,0.4126760563380282,-0.19
Hadoop,0,2,6,1,-6,-1.0,92,-7%,-0.07,0.7126760563380282,-0.07
Hadoop,0,2,3,1,-4,-1.333333333,17,-24%,-0.24,0.3323943661971831,-0.24
Hadoop,0,2,3,1,-6,-2.0,29,-21%,-0.21,0.3788732394366197,-0.21
Hadoop,0,2,4,1,-10,-2.5,79,-13%,-0.13,0.5507042253521127,-0.13
Hadoop,0,1,3,1,-12,-4.0,31,-39%,-0.39,0.1619718309859155,-0.39
Hadoop,0,1,2,1,-2,-1.0,8,-25%,-0.25,0.3211267605633803,-0.25
Hadoop,0,1,9,1,0,0.0,28,0%,0.0,0.9042253521126761,0.0
Hadoop,0,1,3,1,-3,-1.0,13,-23%,-0.23,0.35492957746478876,-0.23
Hadoop,0,1,2,1,-2,-1.0,22,-9%,-0.09,0.6746478873239437,-0.09
Hadoop,0,1,3,1,-3,-1.0,57,-5%,-0.05,0.7605633802816901,-0.05
Hadoop,0,1,2,1,-2,-1.0,28,-7%,-0.07,0.7140845070422536,-0.07
Hadoop,0,1,2,1,0,0.0,24,0%,0.0,0.9056338028169014,0.0
Hadoop,0,1,5,1,-5,-1.0,47,-11%,-0.11,0.6112676056338028,-0.11
Hadoop,0,2,2,1,-10,-5.0,22,-45%,-0.45,0.11126760563380282,-0.45
Hadoop,0,1,2,1,-5,-2.5,26,-19%,-0.19,0.4140845070422535,-0.19
Hadoop,0,1,3,1,-3,-1.0,45,-7%,-0.07,0.7154929577464789,-0.07
Hadoop,0,1,2,1,-2,-1.0,11,-18%,-0.18,0.43380281690140843,-0.18
Hadoop,0,1,2,1,-1,-0.5,9,-11%,-0.11,0.6126760563380281,-0.11
Hadoop,0,1,3,1,-9,-3.0,84,-11%,-0.11,0.6140845070422535,-0.11
Hadoop,0,1,2,1,-10,-5.0,65,-15%,-0.15,0.5140845070422535,-0.15
Hadoop,0,2,2,1,-2,-1.0,21,-10%,-0.1,0.652112676056338,-0.1
Hadoop,0,1,2,1,-6,-3.0,8,-75%,-0.75,0.029577464788732393,-0.75
Hadoop,0,1,3,1,-15,-5.0,116,-13%,-0.13,0.5521126760563381,-0.13
Hadoop,0,1,3,1,-5,-1.666666667,27,-19%,-0.19,0.4154929577464789,-0.19
Hadoop,0,1,4,1,-12,-3.0,34,-35%,-0.35,0.2,-0.35
Hadoop,0,2,7,1,-13,-1.857142857,67,-19%,-0.19,0.4169014084507042,-0.19
Hadoop,0,1,2,1,0,0.0,21,0%,0.0,0.9070422535211268,0.0
Hadoop,0,1,5,1,-15,-3.0,80,-19%,-0.19,0.4183098591549296,-0.19
Hadoop,0,1,2,1,-2,-1.0,107,-2%,-0.02,0.8661971830985915,-0.02
Hadoop,0,2,3,1,-9,-3.0,20,-45%,-0.45,0.11267605633802817,-0.45
Hadoop,0,1,4,1,-20,-5.0,30,-67%,-0.67,0.038028169014084505,-0.67
Hadoop,0,2,10,1,-35,-3.5,104,-34%,-0.34,0.21690140845070421,-0.34
Hadoop,0,1,3,1,-3,-1.0,77,-4%,-0.04,0.8014084507042254,-0.04
Hadoop,0,1,2,1,-24,-12.0,52,-46%,-0.46,0.1028169014084507,-0.46
Hadoop,0,2,2,1,-18,-9.0,40,-45%,-0.45,0.11408450704225352,-0.45
Hadoop,0,2,2,1,-2,-1.0,33,-6%,-0.06,0.7394366197183099,-0.06
Hadoop,0,2,2,1,-6,-3.0,9,-67%,-0.67,0.03943661971830986,-0.67
Hadoop,0,1,4,1,-4,-1.0,152,-3%,-0.03,0.8380281690140845,-0.03
Hadoop,0,1,5,1,-10,-2.0,42,-24%,-0.24,0.33380281690140845,-0.24
Hadoop,0,1,8,1,-8,-1.0,88,-9%,-0.09,0.676056338028169,-0.09
Hadoop,0,1,3,1,-3,-1.0,130,-2%,-0.02,0.8676056338028169,-0.02
Hadoop,0,1,3,1,0,0.0,57,0%,0.0,0.9084507042253521,0.0
Hadoop,0,1,8,1,-24,-3.0,159,-15%,-0.15,0.5154929577464789,-0.15
Hadoop,0,2,4,1,-4,-1.0,90,-4%,-0.04,0.8028169014084507,-0.04
Hadoop,0,1,2,1,-11,-5.5,62,-18%,-0.18,0.4352112676056338,-0.18
Hadoop,0,1,2,1,-6,-3.0,26,-23%,-0.23,0.3563380281690141,-0.23
Hadoop,0,2,6,1,-8,-1.333333333,64,-13%,-0.13,0.5535211267605634,-0.13
Hadoop,0,1,2,1,-6,-3.0,20,-30%,-0.3,0.252112676056338,-0.3
Hadoop,0,1,5,1,-19,-3.8,185,-10%,-0.1,0.6535211267605634,-0.1
Hadoop,0,1,4,1,-13,-3.25,44,-30%,-0.3,0.2535211267605634,-0.3
Hadoop,0,1,19,1,-38,-2.0,175,-22%,-0.22,0.3704225352112676,-0.22
Hadoop,0,2,15,1,-79,-5.266666667,539,-15%,-0.15,0.5169014084507042,-0.15
Hadoop,0,1,7,1,-17,-2.428571429,45,-38%,-0.38,0.1704225352112676,-0.38
Hadoop,0,2,4,1,-4,-1.0,73,-5%,-0.05,0.7619718309859155,-0.05
Hadoop,0,1,2,1,-4,-2.0,11,-36%,-0.36,0.19154929577464788,-0.36
Hadoop,0,1,5,1,-10,-2.0,51,-20%,-0.2,0.3901408450704225,-0.2
Hadoop,0,1,9,1,-9,-1.0,554,-2%,-0.02,0.8690140845070422,-0.02
Hadoop,0,1,7,1,-65,-9.285714286,241,-27%,-0.27,0.28732394366197184,-0.27
Hadoop,0,1,2,1,0,0.0,12,0%,0.0,0.9098591549295775,0.0
Hadoop,0,1,7,1,-7,-1.0,217,-3%,-0.03,0.8394366197183099,-0.03
Hadoop,0,2,4,1,-8,-2.0,13,-62%,-0.62,0.05070422535211268,-0.62
Hadoop,0,1,6,1,-6,-1.0,36,-17%,-0.17,0.46338028169014084,-0.17
Hadoop,0,1,2,1,-10,-5.0,10,-100%,-1.0,0.0014084507042253522,-1.0
Hadoop,0,2,2,1,-6,-3.0,39,-15%,-0.15,0.5183098591549296,-0.15
Hadoop,0,1,9,1,-54,-6.0,209,-26%,-0.26,0.3056338028169014,-0.26
Hadoop,0,2,4,1,-8,-2.0,96,-8%,-0.08,0.7028169014084507,-0.08
Hadoop,0,2,2,1,-4,-2.0,23,-17%,-0.17,0.4647887323943662,-0.17
Hadoop,0,1,8,1,-20,-2.5,44,-45%,-0.45,0.11549295774647887,-0.45
Hadoop,0,1,2,1,-8,-4.0,50,-16%,-0.16,0.48732394366197185,-0.16
Hadoop,0,2,2,1,-4,-2.0,14,-29%,-0.29,0.2619718309859155,-0.29
Hadoop,0,1,10,1,-29,-2.9,47,-62%,-0.62,0.05211267605633803,-0.62
Hadoop,0,2,2,1,-18,-9.0,45,-40%,-0.4,0.14647887323943662,-0.4
Hadoop,0,1,3,1,-3,-1.0,52,-6%,-0.06,0.7408450704225352,-0.06
Hadoop,0,1,2,1,-2,-1.0,8,-25%,-0.25,0.32253521126760565,-0.25
Hadoop,0,1,6,1,-13,-2.166666667,50,-26%,-0.26,0.30704225352112674,-0.26
Hadoop,0,1,2,1,-6,-3.0,34,-18%,-0.18,0.43661971830985913,-0.18
Hadoop,0,1,2,1,-6,-3.0,26,-23%,-0.23,0.35774647887323946,-0.23
Hadoop,0,1,2,1,-4,-2.0,46,-9%,-0.09,0.6774647887323944,-0.09
Hadoop,0,1,2,1,-3,-1.5,12,-25%,-0.25,0.323943661971831,-0.25
Hadoop,0,1,4,1,-4,-1.0,29,-14%,-0.14,0.532394366197183,-0.14
Hadoop,0,2,3,1,-3,-1.0,60,-5%,-0.05,0.7633802816901408,-0.05
Hadoop,0,1,3,1,-6,-2.0,38,-16%,-0.16,0.4887323943661972,-0.16
Hadoop,0,1,3,1,-9,-3.0,86,-10%,-0.1,0.6549295774647887,-0.1
Hadoop,0,1,2,1,-2,-1.0,34,-6%,-0.06,0.7422535211267606,-0.06
Hadoop,0,2,7,1,-49,-7.0,133,-37%,-0.37,0.18309859154929578,-0.37
Hadoop,0,1,2,1,-10,-5.0,25,-40%,-0.4,0.14788732394366197,-0.4
Hadoop,0,2,2,1,-22,-11.0,56,-39%,-0.39,0.16338028169014085,-0.39
Hadoop,0,1,2,1,-6,-3.0,76,-8%,-0.08,0.704225352112676,-0.08
Hadoop,0,1,2,1,-6,-3.0,54,-11%,-0.11,0.6154929577464788,-0.11
Hadoop,0,2,3,1,-15,-5.0,57,-26%,-0.26,0.3084507042253521,-0.26
Hadoop,0,1,3,1,-9,-3.0,172,-5%,-0.05,0.7647887323943662,-0.05
Hadoop,0,2,10,1,-50,-5.0,386,-13%,-0.13,0.5549295774647888,-0.13
Hadoop,0,1,4,1,-12,-3.0,198,-6%,-0.06,0.7436619718309859,-0.06
Hadoop,0,1,6,1,-18,-3.0,44,-41%,-0.41,0.13661971830985917,-0.41
Hadoop,0,1,3,1,-13,-4.333333333,110,-12%,-0.12,0.5845070422535211,-0.12
Hadoop,0,1,2,1,-8,-4.0,15,-53%,-0.53,0.07323943661971831,-0.53
Hadoop,0,1,3,1,-9,-3.0,33,-27%,-0.27,0.2887323943661972,-0.27
Hadoop,0,2,2,1,-7,-3.5,85,-8%,-0.08,0.7056338028169014,-0.08
Hadoop,0,1,19,1,-68,-3.578947368,175,-39%,-0.39,0.1647887323943662,-0.39
Hadoop,0,2,5,1,-97,-19.4,200,-49%,-0.49,0.09295774647887324,-0.49
Hadoop,0,2,2,1,-26,-13.0,98,-27%,-0.27,0.29014084507042254,-0.27
Hadoop,0,2,3,1,-21,-7.0,103,-20%,-0.2,0.39154929577464787,-0.2
Hadoop,0,2,3,1,-15,-5.0,49,-31%,-0.31,0.23943661971830985,-0.31
Hadoop,0,2,2,1,-6,-3.0,35,-17%,-0.17,0.46619718309859154,-0.17
Hadoop,0,2,6,1,-18,-3.0,202,-9%,-0.09,0.6788732394366197,-0.09
Hadoop,0,2,2,1,-5,-2.5,18,-28%,-0.28,0.271830985915493,-0.28
Hadoop,0,1,3,1,-8,-2.666666667,52,-15%,-0.15,0.5197183098591549,-0.15
Hadoop,0,1,2,1,-2,-1.0,64,-3%,-0.03,0.8408450704225352,-0.03
Hadoop,0,1,2,1,-2,-1.0,18,-11%,-0.11,0.6169014084507042,-0.11
Hadoop,0,1,2,1,-6,-3.0,6,-100%,-1.0,0.0028169014084507044,-1.0
Hadoop,0,1,2,1,-4,-2.0,5,-80%,-0.8,0.02535211267605634,-0.8
Hadoop,0,1,4,1,-10,-2.5,34,-29%,-0.29,0.2633802816901408,-0.29
Hadoop,0,1,2,1,-2,-1.0,20,-10%,-0.1,0.6563380281690141,-0.1
Hadoop,0,1,2,1,-6,-3.0,51,-12%,-0.12,0.5859154929577465,-0.12
Hadoop,0,1,2,1,-6,-3.0,14,-43%,-0.43,0.12394366197183099,-0.43
Hadoop,0,1,2,1,-2,-1.0,51,-4%,-0.04,0.8042253521126761,-0.04
Hadoop,0,1,2,1,-6,-3.0,55,-11%,-0.11,0.6183098591549295,-0.11
Hadoop,0,1,2,1,0,0.0,18,0%,0.0,0.9112676056338028,0.0
Hadoop,0,2,2,1,-2,-1.0,22,-9%,-0.09,0.680281690140845,-0.09
Hadoop,0,1,2,1,-2,-1.0,17,-12%,-0.12,0.5873239436619718,-0.12
Hadoop,0,1,2,1,-6,-3.0,9,-67%,-0.67,0.04084507042253521,-0.67
Hadoop,0,1,4,1,-4,-1.0,308,-1%,-0.01,0.8859154929577465,-0.01
Hadoop,0,1,10,1,-10,-1.0,65,-15%,-0.15,0.5211267605633803,-0.15
Hadoop,0,1,5,1,-11,-2.2,30,-37%,-0.37,0.18450704225352113,-0.37
Hadoop,0,1,7,1,-63,-9.0,116,-54%,-0.54,0.07042253521126761,-0.54
Hadoop,0,2,2,1,-10,-5.0,25,-40%,-0.4,0.14929577464788732,-0.4
Hadoop,0,1,3,1,-3,-1.0,57,-5%,-0.05,0.7661971830985915,-0.05
Hadoop,0,1,8,1,-22,-2.75,91,-24%,-0.24,0.3352112676056338,-0.24
Hadoop,0,1,7,1,0,0.0,70,0%,0.0,0.9126760563380282,0.0
Hadoop,0,1,2,1,-2,-1.0,14,-14%,-0.14,0.5338028169014084,-0.14
Hadoop,0,1,2,1,0,0.0,22,0%,0.0,0.9140845070422535,0.0
Hadoop,0,1,2,1,-14,-7.0,40,-35%,-0.35,0.20140845070422536,-0.35
Hadoop,0,2,2,1,-10,-5.0,57,-18%,-0.18,0.43802816901408453,-0.18
Hadoop,0,1,2,1,-4,-2.0,46,-9%,-0.09,0.6816901408450704,-0.09
Hadoop,0,1,23,1,-71,-3.086956522,634,-11%,-0.11,0.6197183098591549,-0.11
Hadoop,0,1,6,1,-6,-1.0,19,-32%,-0.32,0.2352112676056338,-0.32
Hadoop,0,2,2,1,0,0.0,32,0%,0.0,0.9154929577464789,0.0
Hadoop,0,1,2,1,-8,-4.0,14,-57%,-0.57,0.061971830985915494,-0.57
Hadoop,0,1,4,1,-6,-1.5,17,-35%,-0.35,0.2028169014084507,-0.35
Hadoop,0,1,2,1,-6,-3.0,10,-60%,-0.6,0.056338028169014086,-0.6
Hadoop,0,2,5,1,-35,-7.0,97,-36%,-0.36,0.19295774647887323,-0.36
Hadoop,0,2,4,1,-12,-3.0,52,-23%,-0.23,0.3591549295774648,-0.23
Hadoop,0,2,4,1,-4,-1.0,95,-4%,-0.04,0.8056338028169014,-0.04
Hadoop,0,1,3,1,-3,-1.0,57,-5%,-0.05,0.7676056338028169,-0.05
Hadoop,0,1,3,1,-15,-5.0,40,-38%,-0.38,0.17183098591549295,-0.38
Hadoop,0,1,2,1,-4,-2.0,12,-33%,-0.33,0.21971830985915494,-0.33
Hadoop,0,1,6,1,-5,-0.833333333,25,-20%,-0.2,0.3929577464788732,-0.2
Hadoop,0,1,2,1,-6,-3.0,15,-40%,-0.4,0.15070422535211267,-0.4
Hadoop,0,1,3,1,-3,-1.0,57,-5%,-0.05,0.7690140845070422,-0.05
Hadoop,0,2,5,1,-15,-3.0,96,-16%,-0.16,0.49014084507042255,-0.16
Hadoop,0,2,2,1,-6,-3.0,49,-12%,-0.12,0.5887323943661972,-0.12
Hadoop,0,2,15,1,-88,-5.866666667,320,-28%,-0.28,0.27323943661971833,-0.28
Hadoop,0,1,8,1,0,0.0,92,0%,0.0,0.9169014084507042,0.0
Hadoop,0,1,4,1,0,0.0,63,0%,0.0,0.9183098591549296,0.0
Hadoop,0,1,2,1,0,0.0,33,0%,0.0,0.9197183098591549,0.0
Hadoop,0,1,8,1,-40,-5.0,140,-29%,-0.29,0.2647887323943662,-0.29
Hadoop,0,1,2,1,-14,-7.0,14,-100%,-1.0,0.004225352112676056,-1.0
Hadoop,0,1,3,1,-9,-3.0,15,-60%,-0.6,0.057746478873239436,-0.6
Hadoop,0,1,3,1,-15,-5.0,48,-31%,-0.31,0.24084507042253522,-0.31
Hadoop,0,1,2,1,0,0.0,61,0%,0.0,0.9211267605633803,0.0
