Project,FromLevel,ToLevel,InputMockCount,OutputMockCount,CCTRReduction,CCTRReductionPerTest,AffectedTestsCCTR,ReductionRatio,ReductionRatio_num,ecdf_x,ecdf_y
CloudStack,0,1,3,1,-12,-4.0,45,-27%,-0.27,0.2321270962047661,-0.27
CloudStack,0,1,2,1,-6,-3.0,21,-29%,-0.29,0.2144748455428067,-0.29
CloudStack,0,1,2,1,-2,-1.0,32,-6%,-0.06,0.7572815533980582,-0.06
CloudStack,0,2,3,1,-15,-5.0,79,-19%,-0.19,0.38128861429832306,-0.19
CloudStack,0,2,4,1,-4,-1.0,39,-10%,-0.1,0.6081200353045013,-0.1
CloudStack,0,1,5,1,-15,-3.0,53,-28%,-0.28,0.22330097087378642,-0.28
CloudStack,0,1,2,1,-6,-3.0,116,-5%,-0.05,0.822594880847308,-0.05
CloudStack,0,1,3,1,-3,-1.0,62,-5%,-0.05,0.823477493380406,-0.05
CloudStack,0,1,2,1,-6,-3.0,43,-14%,-0.14,0.502206531332745,-0.14
CloudStack,0,1,2,1,-2,-1.0,33,-6%,-0.06,0.7581641659311562,-0.06
CloudStack,0,2,2,1,-6,-3.0,12,-50%,-0.5,0.06266548984995587,-0.5
CloudStack,0,1,5,1,-15,-3.0,176,-9%,-0.09,0.6425419240953222,-0.09
CloudStack,0,2,2,1,-6,-3.0,59,-10%,-0.1,0.6090026478375993,-0.1
CloudStack,0,2,2,1,-6,-3.0,90,-7%,-0.07,0.7122683142100618,-0.07
CloudStack,0,1,3,1,-27,-9.0,109,-25%,-0.25,0.26037069726390116,-0.25
CloudStack,0,2,13,1,-13,-1.0,112,-12%,-0.12,0.559576345984113,-0.12
CloudStack,0,1,3,1,-9,-3.0,33,-27%,-0.27,0.23300970873786409,-0.27
CloudStack,0,2,6,1,-18,-3.0,121,-15%,-0.15,0.47572815533980584,-0.15
CloudStack,0,1,2,1,-2,-1.0,47,-4%,-0.04,0.8790820829655781,-0.04
CloudStack,0,1,2,1,-6,-3.0,24,-25%,-0.25,0.2612533097969991,-0.25
CloudStack,0,1,2,1,-2,-1.0,39,-5%,-0.05,0.824360105913504,-0.05
CloudStack,0,1,3,1,-3,-1.0,25,-12%,-0.12,0.560458958517211,-0.12
CloudStack,0,1,28,1,-28,-1.0,637,-4%,-0.04,0.8799646954986761,-0.04
CloudStack,0,2,2,1,-6,-3.0,23,-26%,-0.26,0.24271844660194175,-0.26
CloudStack,0,1,2,1,-10,-5.0,114,-9%,-0.09,0.6434245366284201,-0.09
CloudStack,0,1,5,1,-15,-3.0,169,-9%,-0.09,0.6443071491615181,-0.09
CloudStack,0,1,3,1,-3,-1.0,56,-5%,-0.05,0.8252427184466019,-0.05
CloudStack,0,1,4,1,-4,-1.0,123,-3%,-0.03,0.9232127096204766,-0.03
CloudStack,0,1,2,1,-6,-3.0,36,-17%,-0.17,0.4210061782877317,-0.17
CloudStack,0,2,2,1,-10,-5.0,43,-23%,-0.23,0.29302736098852605,-0.23
CloudStack,0,1,3,1,-9,-3.0,23,-39%,-0.39,0.12533097969991175,-0.39
CloudStack,0,1,6,1,-30,-5.0,114,-26%,-0.26,0.2436010591350397,-0.26
CloudStack,0,2,2,1,-14,-7.0,33,-42%,-0.42,0.10767872903795234,-0.42
CloudStack,0,1,2,1,-2,-1.0,78,-3%,-0.03,0.9240953221535746,-0.03
CloudStack,0,1,2,1,-6,-3.0,9,-67%,-0.67,0.02030008826125331,-0.67
CloudStack,0,1,2,1,-10,-5.0,170,-6%,-0.06,0.7590467784642542,-0.06
CloudStack,0,1,6,1,-6,-1.0,44,-14%,-0.14,0.5030891438658429,-0.14
CloudStack,0,1,4,1,-4,-1.0,19,-21%,-0.21,0.3318623124448367,-0.21
CloudStack,0,2,13,1,-65,-5.0,192,-34%,-0.34,0.1526919682259488,-0.34
CloudStack,0,2,2,1,-6,-3.0,22,-27%,-0.27,0.23389232127096204,-0.27
CloudStack,0,1,4,1,-20,-5.0,42,-48%,-0.48,0.07237422771403354,-0.48
CloudStack,0,2,2,1,-6,-3.0,37,-16%,-0.16,0.44130626654898497,-0.16
CloudStack,0,1,2,1,-6,-3.0,20,-30%,-0.3,0.19593998234774934,-0.3
CloudStack,0,1,2,1,-6,-3.0,38,-16%,-0.16,0.442188879082083,-0.16
CloudStack,0,2,2,1,-6,-3.0,21,-29%,-0.29,0.21535745807590467,-0.29
CloudStack,0,1,2,1,-6,-3.0,19,-32%,-0.32,0.18005295675198588,-0.32
CloudStack,0,1,3,1,0,0.0,34,0%,0.0,0.9947043248014121,0.0
CloudStack,0,2,18,1,-54,-3.0,430,-13%,-0.13,0.5322153574580759,-0.13
CloudStack,0,1,4,1,-28,-7.0,77,-36%,-0.36,0.13945278022947927,-0.36
CloudStack,0,2,9,1,-9,-1.0,148,-6%,-0.06,0.7599293909973521,-0.06
CloudStack,0,2,2,1,-10,-5.0,39,-26%,-0.26,0.2444836716681377,-0.26
CloudStack,0,2,6,1,-6,-1.0,114,-5%,-0.05,0.8261253309796999,-0.05
CloudStack,0,2,5,1,-5,-1.0,101,-5%,-0.05,0.8270079435127978,-0.05
CloudStack,0,2,2,1,-6,-3.0,21,-29%,-0.29,0.21624007060900266,-0.29
CloudStack,0,1,6,1,-6,-1.0,73,-8%,-0.08,0.6743159752868491,-0.08
CloudStack,0,2,4,1,-4,-1.0,24,-17%,-0.17,0.42188879082082964,-0.17
CloudStack,0,1,2,1,-6,-3.0,16,-38%,-0.38,0.13415710503089143,-0.38
CloudStack,0,1,2,1,-2,-1.0,48,-4%,-0.04,0.880847308031774,-0.04
CloudStack,0,1,5,1,-5,-1.0,35,-14%,-0.14,0.5039717563989409,-0.14
CloudStack,0,1,6,1,-6,-1.0,31,-19%,-0.19,0.382171226831421,-0.19
CloudStack,0,1,6,1,-6,-1.0,147,-4%,-0.04,0.881729920564872,-0.04
CloudStack,0,1,5,1,-5,-1.0,66,-8%,-0.08,0.675198587819947,-0.08
CloudStack,0,1,8,1,-8,-1.0,78,-10%,-0.1,0.6098852603706972,-0.1
CloudStack,0,1,2,1,-2,-1.0,34,-6%,-0.06,0.7608120035304501,-0.06
CloudStack,0,1,2,1,0,0.0,7,0%,0.0,0.9955869373345102,0.0
CloudStack,0,1,3,1,-3,-1.0,18,-17%,-0.17,0.4227714033539276,-0.17
CloudStack,0,2,2,1,-10,-5.0,38,-26%,-0.26,0.24536628420123566,-0.26
CloudStack,0,1,6,1,-6,-1.0,58,-10%,-0.1,0.6107678729037952,-0.1
CloudStack,0,2,11,1,-33,-3.0,151,-22%,-0.22,0.3053839364518976,-0.22
CloudStack,0,2,9,1,-27,-3.0,167,-16%,-0.16,0.44307149161518095,-0.16
CloudStack,0,1,5,1,-15,-3.0,64,-23%,-0.23,0.293909973521624,-0.23
CloudStack,0,1,2,1,-22,-11.0,47,-47%,-0.47,0.07590467784642542,-0.47
CloudStack,0,2,3,1,-9,-3.0,36,-25%,-0.25,0.2621359223300971,-0.25
CloudStack,0,1,2,1,-6,-3.0,14,-43%,-0.43,0.09885260370697264,-0.43
CloudStack,0,2,4,1,-4,-1.0,212,-2%,-0.02,0.9664607237422771,-0.02
CloudStack,0,1,3,1,-9,-3.0,56,-16%,-0.16,0.4439541041482789,-0.16
CloudStack,0,1,2,1,-2,-1.0,39,-5%,-0.05,0.8278905560458959,-0.05
CloudStack,0,1,5,1,-5,-1.0,138,-4%,-0.04,0.8826125330979699,-0.04
CloudStack,0,1,2,1,0,0.0,13,0%,0.0,0.9964695498676082,0.0
CloudStack,0,1,2,1,-6,-3.0,27,-22%,-0.22,0.3062665489849956,-0.22
CloudStack,0,2,2,1,-42,-21.0,127,-33%,-0.33,0.16681376875551632,-0.33
CloudStack,0,1,3,1,-9,-3.0,71,-13%,-0.13,0.5330979699911739,-0.13
CloudStack,0,2,3,1,-27,-9.0,91,-30%,-0.3,0.1968225948808473,-0.3
CloudStack,0,1,2,1,-6,-3.0,23,-26%,-0.26,0.24624889673433362,-0.26
CloudStack,0,2,2,1,-6,-3.0,23,-26%,-0.26,0.2471315092674316,-0.26
CloudStack,0,1,2,1,-14,-7.0,27,-52%,-0.52,0.05383936451897617,-0.52
CloudStack,0,1,2,1,-2,-1.0,68,-3%,-0.03,0.9249779346866726,-0.03
CloudStack,0,2,3,1,-6,-2.0,23,-26%,-0.26,0.24801412180052956,-0.26
CloudStack,0,2,2,1,-6,-3.0,60,-10%,-0.1,0.6116504854368932,-0.1
CloudStack,0,1,2,1,-6,-3.0,20,-30%,-0.3,0.1977052074139453,-0.3
CloudStack,0,1,2,1,-6,-3.0,10,-60%,-0.6,0.03353927625772286,-0.6
CloudStack,0,1,2,1,-6,-3.0,47,-13%,-0.13,0.5339805825242718,-0.13
CloudStack,0,2,2,1,-3,-1.5,24,-13%,-0.13,0.5348631950573698,-0.13
CloudStack,0,1,2,1,-10,-5.0,119,-8%,-0.08,0.676081200353045,-0.08
CloudStack,0,2,3,1,-3,-1.0,118,-3%,-0.03,0.9258605472197705,-0.03
CloudStack,0,2,2,1,-6,-3.0,110,-5%,-0.05,0.8287731685789939,-0.05
CloudStack,0,1,18,1,-54,-3.0,242,-22%,-0.22,0.30714916151809357,-0.22
CloudStack,0,2,4,1,-12,-3.0,40,-30%,-0.3,0.19858781994704325,-0.3
CloudStack,0,1,5,1,-17,-3.4,89,-19%,-0.19,0.383053839364519,-0.19
CloudStack,0,2,4,1,-12,-3.0,46,-26%,-0.26,0.24889673433362755,-0.26
CloudStack,0,1,3,1,-3,-1.0,29,-10%,-0.1,0.6125330979699912,-0.1
CloudStack,0,1,2,1,-2,-1.0,10,-20%,-0.2,0.3503971756398941,-0.2
CloudStack,0,1,12,1,-20,-1.666666667,147,-14%,-0.14,0.5048543689320388,-0.14
CloudStack,0,1,12,1,-12,-1.0,471,-3%,-0.03,0.9267431597528685,-0.03
CloudStack,0,1,4,1,-8,-2.0,114,-7%,-0.07,0.7131509267431597,-0.07
CloudStack,0,2,2,1,-10,-5.0,102,-10%,-0.1,0.6134157105030892,-0.1
CloudStack,0,1,2,1,-6,-3.0,21,-29%,-0.29,0.21712268314210062,-0.29
CloudStack,0,1,2,1,-6,-3.0,44,-14%,-0.14,0.5057369814651368,-0.14
CloudStack,0,2,3,1,-25,-8.333333333,79,-32%,-0.32,0.18093556928508384,-0.32
CloudStack,0,1,2,1,-10,-5.0,18,-56%,-0.56,0.04148278905560459,-0.56
CloudStack,0,1,2,1,-6,-3.0,15,-40%,-0.4,0.11827007943512798,-0.4
CloudStack,0,1,2,1,-2,-1.0,15,-13%,-0.13,0.5357458075904677,-0.13
CloudStack,0,1,6,1,-18,-3.0,69,-26%,-0.26,0.2497793468667255,-0.26
CloudStack,0,2,4,1,-4,-1.0,195,-2%,-0.02,0.9673433362753752,-0.02
CloudStack,0,1,2,1,-6,-3.0,26,-23%,-0.23,0.294792586054722,-0.23
CloudStack,0,1,8,1,-24,-3.0,93,-26%,-0.26,0.2506619593998235,-0.26
CloudStack,0,1,2,1,-2,-1.0,44,-5%,-0.05,0.8296557811120918,-0.05
CloudStack,0,2,2,1,-1,-0.5,18,-6%,-0.06,0.7616946160635482,-0.06
CloudStack,0,2,127,1,-126,-0.992125984,2854,-4%,-0.04,0.883495145631068,-0.04
CloudStack,0,2,8,1,-24,-3.0,133,-18%,-0.18,0.40335392762577227,-0.18
CloudStack,0,1,2,1,-2,-1.0,52,-4%,-0.04,0.884377758164166,-0.04
CloudStack,0,2,4,1,-20,-5.0,87,-23%,-0.23,0.29567519858781993,-0.23
CloudStack,0,1,4,1,-12,-3.0,57,-21%,-0.21,0.3327449249779347,-0.21
CloudStack,0,1,3,1,-3,-1.0,42,-7%,-0.07,0.7140335392762577,-0.07
CloudStack,0,1,2,1,-2,-1.0,88,-2%,-0.02,0.9682259488084731,-0.02
CloudStack,0,1,7,1,-21,-3.0,114,-18%,-0.18,0.4042365401588703,-0.18
CloudStack,0,1,2,1,-6,-3.0,17,-35%,-0.35,0.14827890556045895,-0.35
CloudStack,0,1,2,1,-6,-3.0,14,-43%,-0.43,0.0997352162400706,-0.43
CloudStack,0,1,2,1,-2,-1.0,12,-17%,-0.17,0.4236540158870256,-0.17
CloudStack,0,2,11,1,-12,-1.090909091,258,-5%,-0.05,0.8305383936451898,-0.05
CloudStack,0,2,5,1,-21,-4.2,61,-34%,-0.34,0.15357458075904679,-0.34
CloudStack,0,1,2,1,-8,-4.0,34,-24%,-0.24,0.2744924977934687,-0.24
CloudStack,0,1,2,1,-2,-1.0,29,-7%,-0.07,0.7149161518093556,-0.07
CloudStack,0,2,11,1,-33,-3.0,659,-5%,-0.05,0.8314210061782877,-0.05
CloudStack,0,2,4,1,-12,-3.0,248,-5%,-0.05,0.8323036187113857,-0.05
CloudStack,0,1,4,1,-4,-1.0,250,-2%,-0.02,0.9691085613415711,-0.02
CloudStack,0,1,5,1,-5,-1.0,161,-3%,-0.03,0.9276257722859664,-0.03
CloudStack,0,1,4,1,-4,-1.0,83,-5%,-0.05,0.8331862312444837,-0.05
CloudStack,0,1,2,1,-6,-3.0,10,-60%,-0.6,0.03442188879082083,-0.6
CloudStack,0,2,4,1,-4,-1.0,86,-5%,-0.05,0.8340688437775816,-0.05
CloudStack,0,1,3,1,-9,-3.0,68,-13%,-0.13,0.5366284201235657,-0.13
CloudStack,0,2,22,1,-22,-1.0,671,-3%,-0.03,0.9285083848190644,-0.03
CloudStack,0,2,11,1,-33,-3.0,194,-17%,-0.17,0.4245366284201236,-0.17
CloudStack,0,2,3,1,-9,-3.0,56,-16%,-0.16,0.44483671668137686,-0.16
CloudStack,0,2,5,1,-5,-1.0,64,-8%,-0.08,0.6769638128861429,-0.08
CloudStack,0,2,4,1,-11,-2.75,153,-7%,-0.07,0.7157987643424537,-0.07
CloudStack,0,1,2,1,-2,-1.0,18,-11%,-0.11,0.5798764342453663,-0.11
CloudStack,0,1,6,1,-6,-1.0,12,-50%,-0.5,0.06354810238305383,-0.5
CloudStack,0,1,6,1,-6,-1.0,27,-22%,-0.22,0.30803177405119153,-0.22
CloudStack,0,2,5,1,-5,-1.0,79,-6%,-0.06,0.7625772285966461,-0.06
CloudStack,0,1,2,1,-2,-1.0,5,-40%,-0.4,0.11915269196822595,-0.4
CloudStack,0,2,4,1,-2,-0.5,80,-3%,-0.03,0.9293909973521624,-0.03
CloudStack,0,1,3,1,-9,-3.0,27,-33%,-0.33,0.1676963812886143,-0.33
CloudStack,0,2,2,1,-2,-1.0,36,-6%,-0.06,0.7634598411297441,-0.06
CloudStack,0,2,25,1,-25,-1.0,757,-3%,-0.03,0.9302736098852604,-0.03
CloudStack,0,2,10,1,-30,-3.0,163,-18%,-0.18,0.40511915269196824,-0.18
CloudStack,0,2,7,1,-21,-3.0,240,-9%,-0.09,0.6451897616946161,-0.09
CloudStack,0,2,11,1,-11,-1.0,286,-4%,-0.04,0.8852603706972639,-0.04
CloudStack,0,2,10,1,-30,-3.0,71,-42%,-0.42,0.10856134157105031,-0.42
CloudStack,0,1,2,1,-12,-6.0,33,-36%,-0.36,0.14033539276257723,-0.36
CloudStack,0,1,4,1,-4,-1.0,106,-4%,-0.04,0.8861429832303619,-0.04
CloudStack,0,1,3,1,-11,-3.666666667,47,-23%,-0.23,0.2965578111209179,-0.23
CloudStack,0,1,3,1,-9,-3.0,16,-56%,-0.56,0.04236540158870256,-0.56
CloudStack,0,1,4,1,-4,-1.0,41,-10%,-0.1,0.6142983230361871,-0.1
CloudStack,0,1,2,1,-8,-4.0,13,-62%,-0.62,0.02824360105913504,-0.62
CloudStack,0,1,2,1,-2,-1.0,4,-50%,-0.5,0.06443071491615181,-0.5
CloudStack,0,1,2,1,0,0.0,32,0%,0.0,0.9973521624007061,0.0
CloudStack,0,2,3,1,-15,-5.0,48,-31%,-0.31,0.18976169461606354,-0.31
CloudStack,0,1,2,1,-6,-3.0,8,-75%,-0.75,0.01412180052956752,-0.75
CloudStack,0,1,2,1,-10,-5.0,28,-36%,-0.36,0.1412180052956752,-0.36
CloudStack,0,1,2,1,-2,-1.0,36,-6%,-0.06,0.764342453662842,-0.06
CloudStack,0,2,5,1,-25,-5.0,198,-13%,-0.13,0.5375110326566638,-0.13
CloudStack,0,1,5,1,-45,-9.0,69,-65%,-0.65,0.02294792586054722,-0.65
CloudStack,0,2,2,1,-6,-3.0,10,-60%,-0.6,0.0353045013239188,-0.6
CloudStack,0,2,4,1,-12,-3.0,65,-18%,-0.18,0.4060017652250662,-0.18
CloudStack,0,1,2,1,-6,-3.0,19,-32%,-0.32,0.18181818181818182,-0.32
CloudStack,0,1,4,1,-4,-1.0,78,-5%,-0.05,0.8349514563106796,-0.05
CloudStack,0,1,3,1,-3,-1.0,59,-5%,-0.05,0.8358340688437775,-0.05
CloudStack,0,2,3,1,-9,-3.0,78,-12%,-0.12,0.5613415710503089,-0.12
CloudStack,0,1,2,1,-2,-1.0,48,-4%,-0.04,0.8870255957634599,-0.04
CloudStack,0,1,9,1,-9,-1.0,86,-10%,-0.1,0.6151809355692851,-0.1
CloudStack,0,1,2,1,-10,-5.0,20,-50%,-0.5,0.06531332744924978,-0.5
CloudStack,0,1,3,1,-9,-3.0,81,-11%,-0.11,0.5807590467784642,-0.11
CloudStack,0,1,4,1,-20,-5.0,147,-14%,-0.14,0.5066195939982348,-0.14
CloudStack,0,1,2,1,-2,-1.0,23,-9%,-0.09,0.646072374227714,-0.09
CloudStack,0,1,2,1,-2,-1.0,10,-20%,-0.2,0.35127978817299205,-0.2
CloudStack,0,1,4,1,-12,-3.0,27,-44%,-0.44,0.09002647837599294,-0.44
CloudStack,0,1,2,1,-2,-1.0,13,-15%,-0.15,0.4766107678729038,-0.15
CloudStack,0,1,4,1,-4,-1.0,147,-3%,-0.03,0.9311562224183584,-0.03
CloudStack,0,1,2,1,-2,-1.0,59,-3%,-0.03,0.9320388349514563,-0.03
CloudStack,0,1,4,1,-12,-3.0,171,-7%,-0.07,0.7166813768755517,-0.07
CloudStack,0,2,6,1,-6,-1.0,84,-7%,-0.07,0.7175639894086496,-0.07
CloudStack,0,2,6,1,-18,-3.0,216,-8%,-0.08,0.677846425419241,-0.08
CloudStack,0,1,2,1,-10,-5.0,35,-29%,-0.29,0.21800529567519858,-0.29
CloudStack,0,1,2,1,-2,-1.0,16,-13%,-0.13,0.5383936451897617,-0.13
CloudStack,0,1,3,1,-3,-1.0,11,-27%,-0.27,0.23477493380406,-0.27
CloudStack,0,1,8,1,-8,-1.0,143,-6%,-0.06,0.76522506619594,-0.06
CloudStack,0,1,10,1,-10,-1.0,410,-2%,-0.02,0.969991173874669,-0.02
CloudStack,0,1,3,1,-12,-4.0,54,-22%,-0.22,0.3089143865842895,-0.22
CloudStack,0,1,2,1,0,0.0,0,,,,
CloudStack,0,2,11,1,-33,-3.0,392,-8%,-0.08,0.678729037952339,-0.08
CloudStack,0,2,10,1,-34,-3.4,212,-16%,-0.16,0.4457193292144748,-0.16
CloudStack,0,1,2,1,-6,-3.0,11,-55%,-0.55,0.04589585172109444,-0.55
CloudStack,0,1,2,1,-2,-1.0,9,-22%,-0.22,0.30979699911738745,-0.22
CloudStack,0,1,2,1,-2,-1.0,19,-11%,-0.11,0.5816416593115622,-0.11
CloudStack,0,1,5,1,-5,-1.0,70,-7%,-0.07,0.7184466019417476,-0.07
CloudStack,0,1,10,1,-38,-3.8,357,-11%,-0.11,0.5825242718446602,-0.11
CloudStack,0,2,2,1,-6,-3.0,98,-6%,-0.06,0.766107678729038,-0.06
CloudStack,0,1,4,1,-12,-3.0,60,-20%,-0.2,0.35216240070609,-0.2
CloudStack,0,1,4,1,-4,-1.0,23,-17%,-0.17,0.42541924095322153,-0.17
CloudStack,0,1,3,1,-9,-3.0,36,-25%,-0.25,0.26301853486319504,-0.25
CloudStack,0,1,4,1,-12,-3.0,70,-17%,-0.17,0.4263018534863195,-0.17
CloudStack,0,1,3,1,-9,-3.0,93,-10%,-0.1,0.6160635481023831,-0.1
CloudStack,0,2,5,1,-15,-3.0,72,-21%,-0.21,0.33362753751103263,-0.21
CloudStack,0,2,2,1,-10,-5.0,22,-45%,-0.45,0.08737864077669903,-0.45
CloudStack,0,1,2,1,-14,-7.0,40,-35%,-0.35,0.14916151809355693,-0.35
CloudStack,0,1,2,1,-2,-1.0,56,-4%,-0.04,0.8879082082965578,-0.04
CloudStack,0,1,2,1,-6,-3.0,7,-86%,-0.86,0.00617828773168579,-0.86
CloudStack,0,2,10,1,-50,-5.0,459,-11%,-0.11,0.5834068843777581,-0.11
CloudStack,0,2,2,1,-10,-5.0,74,-14%,-0.14,0.5075022065313327,-0.14
CloudStack,0,2,7,1,-7,-1.0,263,-3%,-0.03,0.9329214474845543,-0.03
CloudStack,0,2,2,1,-6,-3.0,43,-14%,-0.14,0.5083848190644307,-0.14
CloudStack,0,1,3,1,-3,-1.0,122,-2%,-0.02,0.970873786407767,-0.02
CloudStack,0,1,3,1,-3,-1.0,25,-12%,-0.12,0.5622241835834069,-0.12
CloudStack,0,2,2,1,-7,-3.5,27,-26%,-0.26,0.25154457193292146,-0.26
CloudStack,0,2,2,1,-3,-1.5,15,-20%,-0.2,0.353045013239188,-0.2
CloudStack,0,1,4,1,-4,-1.0,19,-21%,-0.21,0.33451015004413065,-0.21
CloudStack,0,1,7,1,-37,-5.285714286,41,-90%,-0.9,0.00353045013239188,-0.9
CloudStack,0,1,2,1,-8,-4.0,16,-50%,-0.5,0.06619593998234775,-0.5
CloudStack,0,1,3,1,-4,-1.333333333,16,-25%,-0.25,0.263901147396293,-0.25
CloudStack,0,1,8,1,-24,-3.0,60,-40%,-0.4,0.12003530450132392,-0.4
CloudStack,0,1,2,1,-10,-5.0,43,-23%,-0.23,0.2974404236540159,-0.23
CloudStack,0,1,2,1,-2,-1.0,13,-15%,-0.15,0.47749338040600176,-0.15
CloudStack,0,1,4,1,-8,-2.0,61,-13%,-0.13,0.5392762577228597,-0.13
CloudStack,0,1,6,1,-3,-0.5,58,-5%,-0.05,0.8367166813768756,-0.05
CloudStack,0,1,2,1,0,0.0,0,,,,
CloudStack,0,2,26,1,-76,-2.923076923,712,-11%,-0.11,0.5842894969108562,-0.11
CloudStack,0,1,10,1,-30,-3.0,193,-16%,-0.16,0.44660194174757284,-0.16
CloudStack,0,2,2,1,-6,-3.0,42,-14%,-0.14,0.5092674315975286,-0.14
CloudStack,0,1,3,1,-3,-1.0,24,-13%,-0.13,0.5401588702559577,-0.13
CloudStack,0,1,4,1,-4,-1.0,180,-2%,-0.02,0.971756398940865,-0.02
CloudStack,0,1,2,1,-30,-15.0,114,-26%,-0.26,0.2524271844660194,-0.26
CloudStack,0,1,2,1,-10,-5.0,53,-19%,-0.19,0.38393645189761694,-0.19
CloudStack,0,1,2,1,-6,-3.0,30,-20%,-0.2,0.353927625772286,-0.2
CloudStack,0,1,2,1,-10,-5.0,24,-42%,-0.42,0.10944395410414828,-0.42
CloudStack,0,2,3,1,-9,-3.0,47,-19%,-0.19,0.3848190644307149,-0.19
CloudStack,0,2,5,1,0,0.0,0,,,,
CloudStack,0,1,2,1,-6,-3.0,16,-38%,-0.38,0.13503971756398941,-0.38
CloudStack,0,1,5,1,0,0.0,36,0%,0.0,0.9982347749338041,0.0
CloudStack,0,1,2,1,-14,-7.0,18,-78%,-0.78,0.009708737864077669,-0.78
CloudStack,0,1,2,1,-4,-2.0,75,-5%,-0.05,0.8375992939099736,-0.05
CloudStack,0,1,5,1,-5,-1.0,122,-4%,-0.04,0.8887908208296558,-0.04
CloudStack,0,1,2,1,-2,-1.0,52,-4%,-0.04,0.8896734333627537,-0.04
CloudStack,0,1,2,1,-2,-1.0,43,-5%,-0.05,0.8384819064430715,-0.05
CloudStack,0,1,4,1,-12,-3.0,51,-24%,-0.24,0.27537511032656664,-0.24
CloudStack,0,1,3,1,-21,-7.0,48,-44%,-0.44,0.09090909090909091,-0.44
CloudStack,0,1,2,1,-2,-1.0,25,-8%,-0.08,0.6796116504854369,-0.08
CloudStack,0,2,5,1,-10,-2.0,73,-14%,-0.14,0.5101500441306267,-0.14
CloudStack,0,1,2,1,-10,-5.0,68,-15%,-0.15,0.4783759929390997,-0.15
CloudStack,0,2,2,1,-6,-3.0,68,-9%,-0.09,0.646954986760812,-0.09
CloudStack,0,1,2,1,0,0.0,0,,,,
CloudStack,0,2,3,1,-9,-3.0,72,-13%,-0.13,0.5410414827890556,-0.13
CloudStack,0,2,6,1,-30,-5.0,203,-15%,-0.15,0.47925860547219773,-0.15
CloudStack,0,2,3,1,-21,-7.0,126,-17%,-0.17,0.42718446601941745,-0.17
CloudStack,0,2,8,1,-24,-3.0,125,-19%,-0.19,0.3857016769638129,-0.19
CloudStack,0,2,2,1,-6,-3.0,69,-9%,-0.09,0.6478375992939099,-0.09
CloudStack,0,2,4,1,-13,-3.25,117,-11%,-0.11,0.5851721094439541,-0.11
CloudStack,0,2,5,1,-5,-1.0,250,-2%,-0.02,0.9726390114739629,-0.02
CloudStack,0,1,2,1,-6,-3.0,70,-9%,-0.09,0.6487202118270079,-0.09
CloudStack,0,1,2,1,-2,-1.0,29,-7%,-0.07,0.7193292144748455,-0.07
CloudStack,0,1,2,1,-2,-1.0,60,-3%,-0.03,0.9338040600176523,-0.03
CloudStack,0,1,2,1,-2,-1.0,34,-6%,-0.06,0.7669902912621359,-0.06
CloudStack,0,1,2,1,-10,-5.0,19,-53%,-0.53,0.05207413945278023,-0.53
CloudStack,0,1,2,1,-6,-3.0,14,-43%,-0.43,0.10061782877316858,-0.43
CloudStack,0,1,2,1,-6,-3.0,9,-67%,-0.67,0.02118270079435128,-0.67
CloudStack,0,2,18,1,-18,-1.0,720,-3%,-0.03,0.9346866725507502,-0.03
CloudStack,0,2,4,1,-12,-3.0,140,-9%,-0.09,0.649602824360106,-0.09
CloudStack,0,2,5,1,-15,-3.0,68,-22%,-0.22,0.3106796116504854,-0.22
CloudStack,0,1,2,1,-2,-1.0,19,-11%,-0.11,0.5860547219770521,-0.11
CloudStack,0,1,2,1,-2,-1.0,40,-5%,-0.05,0.8393645189761695,-0.05
CloudStack,0,2,4,1,-12,-3.0,185,-6%,-0.06,0.7678729037952339,-0.06
CloudStack,0,1,2,1,-6,-3.0,20,-30%,-0.3,0.1994704324801412,-0.3
CloudStack,0,1,2,1,0,0.0,10,0%,0.0,0.999117387466902,0.0
CloudStack,0,1,2,1,-18,-9.0,36,-50%,-0.5,0.06707855251544571,-0.5
CloudStack,0,2,5,1,-45,-9.0,160,-28%,-0.28,0.22418358340688438,-0.28
CloudStack,0,2,3,1,-15,-5.0,37,-41%,-0.41,0.11297440423654016,-0.41
CloudStack,0,1,2,1,-10,-5.0,24,-42%,-0.42,0.11032656663724624,-0.42
CloudStack,0,1,3,1,-9,-3.0,22,-41%,-0.41,0.11385701676963812,-0.41
CloudStack,0,1,4,1,-12,-3.0,25,-48%,-0.48,0.07325684024713151,-0.48
CloudStack,0,2,3,1,-15,-5.0,49,-31%,-0.31,0.19064430714916153,-0.31
CloudStack,0,1,3,1,-9,-3.0,14,-64%,-0.64,0.02559576345984113,-0.64
CloudStack,0,2,4,1,-12,-3.0,50,-24%,-0.24,0.2762577228596646,-0.24
CloudStack,0,1,2,1,-2,-1.0,18,-11%,-0.11,0.5869373345101501,-0.11
CloudStack,0,2,3,1,-3,-1.0,46,-7%,-0.07,0.7202118270079435,-0.07
CloudStack,0,1,9,1,-9,-1.0,55,-16%,-0.16,0.4474845542806708,-0.16
CloudStack,0,2,18,1,-54,-3.0,523,-10%,-0.1,0.616946160635481,-0.1
CloudStack,0,1,2,1,-2,-1.0,30,-7%,-0.07,0.7210944395410415,-0.07
CloudStack,0,1,2,1,-2,-1.0,17,-12%,-0.12,0.5631067961165048,-0.12
