ConversionCount,TotalBeforeMocks,TotalAfterMocks,AvgBeforeCount,AvgAfterCount,AvgCCTRChange,AvgCCTRChangePerTest,Prestangeimpact
4937,18958,4937,3.8399837958274254,1.0,-8.819526027952199,-2.3385566009431957,-0.23550341349001308
2014,12916,2014,6.413108242303873,1.0,-18.202581926514398,-3.2030027349982033,-0.21604882475504258
9718,9718,24885,1.0,2.560712080675036,3.5395143033545997,1.0660231702709646,inf
6681,6681,32004,1.0,4.790300853165694,84.22152372399341,6.412940748933459,0.6278496351650258
