mockPatternLevel,avg_added_cctr_per_test_case,Level_0_added_cctr_per_test_case,test_case_count,added_cctr
0,4.583806049193833,4.583806049193833,1.0,4.583806049193833
1,1.7325305591541487,2.861397118323634,2.5905081898362035,4.365497690046199
2,3.8459528983864453,10.310319226876517,4.8374805598755835,16.567029548989115
